Latitude_Degrees,Longitude_Degrees,ClimSST,Temperature_Mean,Depth_m,Windspeed,SSTA,Distance_to_Plastic_km,Nearest_Plastic_Weight_kg,Is_Heavily_Polluted,Distance_to_Oil_Spill_km,Nearest_Oil_Spill_Gallons,Percent_Bleaching
-19.1542,146.8658,299.16,299.07,4,3,0.18,182.2368038,116.09,0,2927.792791,147000,0
-16.8725,146.2044,300.33,299.59,5,5,0.67,103.4032457,343.7,0,3044.337101,147000,0
-16.8725,146.2044,300.33,299.59,5,5,0.67,103.4032457,343.7,0,3044.337101,147000,0
-16.8725,146.2044,300.33,299.59,7,5,0.67,103.4032457,343.7,0,3044.337101,147000,0
-16.8725,146.2044,300.33,299.59,7,5,0.67,103.4032457,343.7,0,3044.337101,147000,0
-16.8725,146.2047,299.37,299.59,9.5,8,-0.56,103.4222525,343.7,0,3044.360192,147000,0
-16.8725,146.2047,299.37,299.59,9.5,8,-0.56,103.4222525,343.7,0,3044.360192,147000,0
-16.8725,146.2047,300.33,299.59,7,5,0.67,103.4222525,343.7,0,3044.360192,147000,0
-16.8725,146.2047,300.33,299.59,7,5,0.67,103.4222525,343.7,0,3044.360192,147000,0
-16.8479,146.2271,300.62,299.57,8,10,0.26,107.0396085,343.7,0,3043.250839,4500,0
-16.8479,146.2271,300.62,299.57,8,10,0.26,107.0396085,343.7,0,3043.250839,4500,0
-16.5192,146.0056,297.32,299.57,5,5,0.47,111.8033893,341.97,0,3000.11303,4500,0
-16.5125,146.0011,297.03,299.57,7,8,-0.14,111.3463634,341.97,0,2999.234405,4500,0
-16.5125,146.0011,297.03,299.57,7,8,-0.14,111.3463634,341.97,0,2999.234405,4500,0
-16.4614,145.9833,297.57,299.6,5,7,-0.2,107.1818359,341.97,0,2993.286681,4500,0
-16.4614,145.9833,297.57,299.6,5,7,-0.2,107.1818359,341.97,0,2993.286681,4500,0
-16.4614,145.9833,297.57,299.6,5,7,-0.2,107.1818359,341.97,0,2993.286681,4500,0
-16.4614,145.9833,297.57,299.6,5,7,-0.2,107.1818359,341.97,0,2993.286681,4500,0
-16.4581,145.9825,298.18,299.59,6,7,0.25,106.9009358,341.97,0,2992.918528,4500,0
-16.4581,145.9825,298.18,299.59,6,7,0.25,106.9009358,341.97,0,2992.918528,4500,0
-16.3832,145.5627,299.11,299.51,4,9,-1.11,128.6758139,341.97,0,2966.480389,4500,0
-16.3832,145.5627,299.11,299.51,4,9,-1.11,128.6758139,341.97,0,2966.480389,4500,0
-16.3772,145.558,296.6,299.51,6,5,-0.4,128.6122526,341.97,0,2965.665186,4500,0
-16.3772,145.558,296.6,299.51,6,5,-0.4,128.6122526,341.97,0,2965.665186,4500,0
-16.3772,145.558,298.28,299.51,2,5,-0.81,128.6122526,341.97,0,2965.665186,4500,0
-16.3772,145.558,298.28,299.51,2,5,-0.81,128.6122526,341.97,0,2965.665186,4500,0
-16.2417,145.864,297.46,299.6,8,6,0.45,94.65313215,341.97,0,2965.760352,4500,0
-16.2417,145.864,297.46,299.6,8,6,0.45,94.65313215,341.97,0,2965.760352,4500,0
-16.2417,145.864,301.44,299.6,6,2,0.11,94.65313215,341.97,0,2965.760352,4500,0
-16.2417,145.864,301.44,299.6,6,2,0.11,94.65313215,341.97,0,2965.760352,4500,0
-16.2417,145.864,300.63,299.6,7,7,-1.1,94.65313215,341.97,0,2965.760352,4500,0
-16.2417,145.864,300.63,299.6,7,7,-1.1,94.65313215,341.97,0,2965.760352,4500,0
-16.2417,145.864,300.33,299.6,5.5,9,0.38,94.65313215,341.97,0,2965.760352,4500,0
-16.2417,145.864,300.33,299.6,5.5,9,0.38,94.65313215,341.97,0,2965.760352,4500,0
-16.2309,145.8676,301.44,299.6,5,2,0.11,93.51100517,341.97,0,2964.838766,4500,0
-16.2309,145.8676,301.44,299.6,5,2,0.11,93.51100517,341.97,0,2964.838766,4500,0
-16.2309,145.8676,301.44,299.6,7,2,0.11,93.51100517,341.97,0,2964.838766,4500,0
-16.2309,145.8676,301.44,299.6,7,2,0.11,93.51100517,341.97,0,2964.838766,4500,0
-15.983,145.8224,297.59,299.65,5,5,0,79.82394964,341.97,0,2937.861843,4500,0
-15.983,145.8224,297.59,299.65,5,5,0,79.82394964,341.97,0,2937.861843,4500,0
-14.917,145.6897,300.79,299.55,5,5,-0.12,82.28197744,14.69,0,2824.925655,4500,0
-14.917,145.6897,300.79,299.55,5,5,-0.12,82.28197744,14.69,0,2824.925655,4500,0
-14.9156,145.6908,298.72,299.55,3.5,8,-0.81,82.1497441,14.69,0,2824.837869,4500,0
-14.9156,145.6908,298.72,299.55,3.5,8,-0.81,82.1497441,14.69,0,2824.837869,4500,0
-14.9156,145.6908,298.24,299.55,5,9,0.63,82.1497441,14.69,0,2824.837869,4500,0
-14.9156,145.6908,298.24,299.55,5,9,0.63,82.1497441,14.69,0,2824.837869,4500,0
-13.8872,146.5572,299.04,299.94,6,10,-0.15,106.8310659,294.6,0,2759.205687,2000000,0
-13.8872,146.5572,299.04,299.94,6,10,-0.15,106.8310659,294.6,0,2759.205687,2000000,0
-13.8872,146.5572,299.45,299.94,6,10,-0.99,106.8310659,294.6,0,2759.205687,2000000,0
-13.8872,146.5572,299.45,299.94,6,10,-0.99,106.8310659,294.6,0,2759.205687,2000000,0
-13.8015,146.5461,299.49,299.95,5,10,-0.5,102.7681214,294.6,0,2749.724741,2000000,0
-13.8015,146.5461,299.49,299.95,5,10,-0.5,102.7681214,294.6,0,2749.724741,2000000,0
-12.1988,96.8313,301.26,300.28,10,5,0.31,120.3208946,454.53,0,2515.267578,3450,0
-12.1988,96.8313,301.26,300.28,10,5,0.31,120.3208946,454.53,0,2515.267578,3450,0
-12.1069,96.8709,300.75,300.34,3,9,-1.27,128.2673898,454.53,0,2506.758033,3450,0
-12.1069,96.8709,300.75,300.34,3,9,-1.27,128.2673898,454.53,0,2506.758033,3450,0
-12.1069,96.8709,301.42,300.34,3,5,0.24,128.2673898,454.53,0,2506.758033,3450,0
-12.1069,96.8709,301.42,300.34,3,5,0.24,128.2673898,454.53,0,2506.758033,3450,0
-12.1027,96.8912,301.42,300.34,10,4,-0.41,127.9853345,454.53,0,2504.58172,3450,0
-12.1027,96.8912,301.42,300.34,10,4,-0.41,127.9853345,454.53,0,2504.58172,3450,0
-12.1027,96.8912,301.46,300.34,10,7,0.7,127.9853345,454.53,0,2504.58172,3450,0
-12.1027,96.8912,301.46,300.34,10,7,0.7,127.9853345,454.53,0,2504.58172,3450,0
-12.0967,96.844,301.39,300.34,3,5,0.44,126.9963769,394.54,0,2508.841708,3450,0
-12.0967,96.844,301.39,300.34,3,5,0.44,126.9963769,394.54,0,2508.841708,3450,0
-12.0967,96.844,300.6,300.34,3,7,-1.29,126.9963769,394.54,0,2508.841708,3450,0
-12.0967,96.844,300.6,300.34,3,7,-1.29,126.9963769,394.54,0,2508.841708,3450,0
-12.0967,96.844,299.27,300.34,3,9,0.22,126.9963769,394.54,0,2508.841708,3450,0
-12.0967,96.844,299.27,300.34,3,9,0.22,126.9963769,394.54,0,2508.841708,3450,0
-28.1625,153.5311,295.64,296.26,4,3,0.38,82.84637662,171.29,0,2368.417163,3450,0
-28.1625,153.5311,295.64,296.26,4,3,0.38,82.84637662,171.29,0,2368.417163,3450,0
-28.1092,153.4758,293.34,296.13,9,5,-0.12,76.73713696,171.29,0,2376.158969,3450,0
-28.1092,153.4758,293.34,296.13,9,5,-0.12,76.73713696,171.29,0,2376.158969,3450,0
-28.1092,153.4758,298.84,296.13,10,5,-0.01,76.73713696,171.29,0,2376.158969,3450,0
-28.1092,153.4758,298.84,296.13,10,5,-0.01,76.73713696,171.29,0,2376.158969,3450,0
-28.1092,153.4758,294.96,296.13,9,6,0.31,76.73713696,171.29,0,2376.158969,3450,0
-28.1092,153.4758,294.96,296.13,9,6,0.31,76.73713696,171.29,0,2376.158969,3450,0
-27.9867,153.4334,296.17,296.02,5,7,0.47,63.24985983,171.29,0,2386.942468,3450,0
-27.9867,153.4334,296.17,296.02,5,7,0.47,63.24985983,171.29,0,2386.942468,3450,0
-27.9397,153.4208,295.97,296.01,2,7,-0.58,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,295.97,296.01,2,7,-0.58,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.06,296.01,2,6,2.13,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.06,296.01,2,6,2.13,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.06,296.01,3,7,2.99,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.06,296.01,3,7,2.99,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.08,296.01,2,7,1.88,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.08,296.01,2,7,1.88,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,295.97,296.01,3,7,0.12,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,295.97,296.01,3,7,0.12,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.06,296.01,3,5,-2.84,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.06,296.01,3,5,-2.84,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.11,296.01,4,5,-2.89,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.11,296.01,4,5,-2.89,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.09,296.01,6,6,-3.5,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.09,296.01,6,6,-3.5,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,295.97,296.01,6,7,-1.35,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,295.97,296.01,6,7,-1.35,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.08,296.01,3,7,1.88,58.13704536,171.29,0,2390.786781,3450,0
-27.9397,153.4208,296.08,296.01,3,7,1.88,58.13704536,171.29,0,2390.786781,3450,0
-27.9369,153.4256,296.08,296.01,4,7,1.88,57.7851561,171.29,0,2390.555822,3450,0
-27.9369,153.4256,296.08,296.01,4,7,1.88,57.7851561,171.29,0,2390.555822,3450,0
-27.9369,153.4256,296.06,296.01,9,6,2.13,57.7851561,171.29,0,2390.555822,3450,0
-27.9369,153.4256,296.06,296.01,9,6,2.13,57.7851561,171.29,0,2390.555822,3450,0
-27.9369,153.4256,296.06,296.01,4,7,2.99,57.7851561,171.29,0,2390.555822,3450,0
-27.9369,153.4256,296.06,296.01,4,7,2.99,57.7851561,171.29,0,2390.555822,3450,0
-27.82,153.4331,295.97,296.01,8,5,-2.65,44.77225209,171.29,0,2396.932185,3450,0
-27.82,153.4331,295.97,296.01,8,5,-2.65,44.77225209,171.29,0,2396.932185,3450,0
-27.5022,153.3707,298.32,296.1,3,7,1.28,13.84758871,171.29,0,2421.337414,3450,0
-27.5022,153.3707,298.32,296.1,3,7,1.28,13.84758871,171.29,0,2421.337414,3450,0
-27.472,153.4099,262.15,296,1,5,-0.6,8.727135553,171.29,0,2419.955055,3450,0
-27.472,153.4099,262.15,296,1,5,-0.6,8.727135553,171.29,0,2419.955055,3450,0
-27.472,153.4099,262.15,296,1,5,2.58,8.727135553,171.29,0,2419.955055,3450,0
-27.472,153.4099,262.15,296,1,5,2.58,8.727135553,171.29,0,2419.955055,3450,0
-27.4142,153.5264,295.89,296.8,6,7,0.39,5.081130451,171.29,0,2413.919698,3450,0
-27.4142,153.5264,295.89,296.8,6,7,0.39,5.081130451,171.29,0,2413.919698,3450,0
-27.4007,153.4373,296.89,296.31,6,7,1.04,4.264894857,171.29,0,2422.075995,3450,0
-27.4007,153.4373,296.89,296.31,6,7,1.04,4.264894857,171.29,0,2422.075995,3450,0
-27.3967,153.5569,294.89,296.92,9,6,0.31,8.438658599,171.29,0,2412.491933,3450,0
-27.3967,153.5569,294.89,296.92,9,6,0.31,8.438658599,171.29,0,2412.491933,3450,0
-27.3967,153.5569,295.14,296.92,9,4,0.78,8.438658599,171.29,0,2412.491933,3450,0
-27.3967,153.5569,295.14,296.92,9,4,0.78,8.438658599,171.29,0,2412.491933,3450,0
-27.3967,153.5569,299.13,296.92,9,7,0.76,8.438658599,171.29,0,2412.491933,3450,0
-27.3967,153.5569,299.13,296.92,9,7,0.76,8.438658599,171.29,0,2412.491933,3450,0
-27.3967,153.5569,297.34,296.92,9,6,-0.36,8.438658599,171.29,0,2412.491933,3450,0
-27.3967,153.5569,297.34,296.92,9,6,-0.36,8.438658599,171.29,0,2412.491933,3450,0
-27.3906,153.5511,295.14,296.92,6,4,0.78,8.133012206,171.29,0,2413.344619,3450,0
-27.3906,153.5511,295.14,296.92,6,4,0.78,8.133012206,171.29,0,2413.344619,3450,0
-27.3906,153.5511,296.67,296.92,6,8,-0.67,8.133012206,171.29,0,2413.344619,3450,0
-27.3906,153.5511,296.67,296.92,6,8,-0.67,8.133012206,171.29,0,2413.344619,3450,0
-27.3,153.2228,298.38,295.79,3,5,0.49,28.22669821,171.29,0,2445.917698,3450,0
-26.9775,153.4839,295.9,296.8,4,5,0.17,49.10969059,171.29,0,2444.598521,3450,0
-26.9775,153.4839,295.9,296.8,4,5,0.17,49.10969059,171.29,0,2444.598521,3450,0
-26.8033,153.1456,299.03,296.27,10,6,0.47,75.84727868,171.29,0,2483.217197,3450,0
-26.8033,153.1456,299.03,296.27,10,6,0.47,75.84727868,171.29,0,2483.217197,3450,0
-26.8033,153.1456,299.35,296.27,4,6,-0.04,75.84727868,171.29,0,2483.217197,3450,0
-26.8033,153.1456,299.35,296.27,4,6,-0.04,75.84727868,171.29,0,2483.217197,3450,0
-26.645,153.1608,297.42,296.45,9,6,0.74,91.53483933,171.29,0,2492.008276,3450,0
-26.645,153.1608,297.42,296.45,9,6,0.74,91.53483933,171.29,0,2492.008276,3450,0
-26.645,153.1608,299.19,296.45,9,6,0.67,91.53483933,171.29,0,2492.008276,3450,0
-26.645,153.1608,299.19,296.45,9,6,0.67,91.53483933,171.29,0,2492.008276,3450,0
-26.615,153.1129,297.39,296.41,9,9,0.17,96.34499452,171.29,0,2497.821801,3450,0
-26.615,153.1129,297.39,296.41,9,9,0.17,96.34499452,171.29,0,2497.821801,3450,0
-26.615,153.1129,297.39,296.41,10,6,1.27,96.34499452,171.29,0,2497.821801,3450,0
-26.615,153.1129,297.39,296.41,10,6,1.27,96.34499452,171.29,0,2497.821801,3450,0
-26.6025,153.1019,298.76,296.34,5,5,-0.12,98.04281767,171.29,0,2499.514295,3450,0
-26.6025,153.1019,298.76,296.34,5,5,-0.12,98.04281767,171.29,0,2499.514295,3450,0
-26.6025,153.1019,295.69,296.34,5,4,1.38,98.04281767,171.29,0,2499.514295,3450,0
-26.6025,153.1019,295.69,296.34,5,4,1.38,98.04281767,171.29,0,2499.514295,3450,0
-24.8836,152.4908,294.82,296.49,6,4,-0.61,83.27428044,461.11,0,2662.065946,3450,0
-24.8836,152.4908,294.82,296.49,6,4,-0.61,83.27428044,461.11,0,2662.065946,3450,0
-23.4472,151.9119,299.08,297.35,5,6,-0.07,87.72047535,230.48,0,2807.728573,3450,0
-23.4472,151.9119,299.08,297.35,5,6,-0.07,87.72047535,230.48,0,2807.728573,3450,0
-23.4447,151.9184,294.32,297.35,1,9,-0.62,87.14690619,230.48,0,2807.395428,3450,0
-23.4447,151.9184,294.32,297.35,1,9,-0.62,87.14690619,230.48,0,2807.395428,3450,0
-23.4431,151.9094,294.32,297.35,1,9,-0.62,87.45678284,230.48,0,2808.215847,3450,0
-23.4431,151.9094,294.32,297.35,1,9,-0.62,87.45678284,230.48,0,2808.215847,3450,0
-23.4416,151.9048,299.08,297.35,5,6,-0.07,87.55353805,230.48,0,2808.683597,3450,0
-23.4416,151.9048,299.08,297.35,5,6,-0.07,87.55353805,230.48,0,2808.683597,3450,0
-12.0947,96.8433,300.23,300.34,10,7,-0.69,126.8863802,394.54,0,2508.807956,3450,0
-12.0947,96.8433,300.23,300.34,10,7,-0.69,126.8863802,394.54,0,2508.807956,3450,0
-12.0947,96.8433,301.42,300.34,10,5,-1.23,126.8863802,394.54,0,2508.807956,3450,0
-12.0947,96.8433,301.42,300.34,10,5,-1.23,126.8863802,394.54,0,2508.807956,3450,0
-12.0838,96.7533,301.21,300.34,10,5,1.1,117.0319566,394.54,0,2516.969378,3450,0
-12.0838,96.7533,301.21,300.34,10,5,1.1,117.0319566,394.54,0,2516.969378,3450,0
-12.0702,96.8421,301.46,300.37,10,5,-0.64,126.3612748,394.54,0,2507.682274,3450,0
-12.0702,96.8421,301.46,300.37,10,5,-0.64,126.3612748,394.54,0,2507.682274,3450,0
-27.9067,153.4211,296.07,296.02,2,7,2.21,54.48146381,171.29,0,2392.731787,3450,0
-27.9067,153.4211,296.07,296.02,2,7,2.21,54.48146381,171.29,0,2392.731787,3450,0
-27.4753,153.4014,262.15,296,2,7,0.43,9.59844919,171.29,0,2420.453027,3450,0
-27.4753,153.4014,262.15,296,2,7,0.43,9.59844919,171.29,0,2420.453027,3450,0
-27.4142,153.5258,299.06,296.8,7,7,0.84,5.022250622,171.29,0,2413.969014,3450,0
-27.4142,153.5258,299.06,296.8,7,7,0.84,5.022250622,171.29,0,2413.969014,3450,0
-27.4142,153.5264,293.97,296.8,6,6,-0.72,5.081130451,171.29,0,2413.919698,3450,0
-27.4142,153.5264,293.97,296.8,6,6,-0.72,5.081130451,171.29,0,2413.919698,3450,0
-27.4142,153.5264,296.91,296.8,7,12,0.92,5.081130451,171.29,0,2413.919698,3450,0
-27.4142,153.5264,296.91,296.8,7,12,0.92,5.081130451,171.29,0,2413.919698,3450,0
-27.4142,153.5264,299.06,296.8,6,7,0.84,5.081130451,171.29,0,2413.919698,3450,0
-27.4142,153.5264,299.06,296.8,6,7,0.84,5.081130451,171.29,0,2413.919698,3450,0
-27.2819,153.2092,293.4,295.73,2,6,0.39,30.38052444,171.29,0,2448.151547,3450,0
-27.2819,153.2092,293.4,295.73,2,6,0.39,30.38052444,171.29,0,2448.151547,3450,0
-27.0069,153.4692,293.78,296.71,10,8,-2.16,45.83691482,171.29,0,2443.949779,3450,0
-27.0069,153.4692,293.78,296.71,10,8,-2.16,45.83691482,171.29,0,2443.949779,3450,0
-26.9686,153.4914,298.54,296.8,10,7,1.28,50.11738022,171.29,0,2444.546662,3450,0
-26.9686,153.4914,298.54,296.8,10,7,1.28,50.11738022,171.29,0,2444.546662,3450,0
-26.9686,153.4914,297.28,296.8,10,5,0.16,50.11738022,171.29,0,2444.546662,3450,0
-26.9686,153.4914,297.28,296.8,10,5,0.16,50.11738022,171.29,0,2444.546662,3450,0
-26.9683,153.4833,294.02,296.8,6,4,-0.63,50.13154996,171.29,0,2445.226998,3450,0
-26.9683,153.4833,294.02,296.8,6,4,-0.63,50.13154996,171.29,0,2445.226998,3450,0
-26.9683,153.4833,297.62,296.8,6,4,0.41,50.13154996,171.29,0,2445.226998,3450,0
-26.9683,153.4833,297.62,296.8,6,4,0.41,50.13154996,171.29,0,2445.226998,3450,0
-26.9683,153.4833,297.28,296.8,6,5,1.47,50.13154996,171.29,0,2445.226998,3450,0
-26.9683,153.4833,297.28,296.8,6,5,1.47,50.13154996,171.29,0,2445.226998,3450,0
-26.9683,153.4833,298.54,296.8,8,5,0.26,50.13154996,171.29,0,2445.226998,3450,0
-26.9683,153.4833,298.54,296.8,8,5,0.26,50.13154996,171.29,0,2445.226998,3450,0
-26.8028,153.1428,298.01,296.27,3,6,0.75,76.01704266,171.29,0,2483.477555,3450,0
-26.8028,153.1428,298.01,296.27,3,6,0.75,76.01704266,171.29,0,2483.477555,3450,0
-26.8028,153.1428,296.65,296.27,3,7,0.46,76.01704266,171.29,0,2483.477555,3450,0
-26.8028,153.1428,296.65,296.27,3,7,0.46,76.01704266,171.29,0,2483.477555,3450,0
-26.7514,153.1578,299.4,296.33,10,4,0.58,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,299.4,296.33,10,4,0.58,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,299.27,296.33,8,7,0.38,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,299.27,296.33,8,7,0.38,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,298.86,296.33,7,7,-0.96,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,298.86,296.33,7,7,-0.96,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,299.4,296.33,9,4,0.58,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,299.4,296.33,9,4,0.58,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,298.86,296.33,8,7,-0.96,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,298.86,296.33,8,7,-0.96,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,299.27,296.33,7,7,0.38,80.61977743,171.29,0,2485.500762,3450,0
-26.7514,153.1578,299.27,296.33,7,7,0.38,80.61977743,171.29,0,2485.500762,3450,0
-26.6772,153.12,294.86,296.36,2,5,1.81,89.68132871,171.29,0,2493.28867,3450,0
-26.6772,153.12,294.86,296.36,2,5,1.81,89.68132871,171.29,0,2493.28867,3450,0
-26.6769,153.12,299.02,296.36,6,5,-0.16,89.712033,171.29,0,2493.307714,3450,0
-26.6769,153.12,299.02,296.36,6,5,-0.16,89.712033,171.29,0,2493.307714,3450,0
-26.6352,153.1518,294.52,296.45,9,5,0.23,92.86447373,171.29,0,2493.365478,3450,0
-26.6352,153.1518,294.52,296.45,9,5,0.23,92.86447373,171.29,0,2493.365478,3450,0
-26.635,153.1517,293.46,296.45,11,5,-0.71,92.88877424,171.29,0,2493.386358,3450,0
-26.635,153.1517,293.46,296.45,11,5,-0.71,92.88877424,171.29,0,2493.386358,3450,0
-26.635,153.1517,295.76,296.45,8,4,1.34,92.88877424,171.29,0,2493.386358,3450,0
-26.635,153.1517,295.76,296.45,8,4,1.34,92.88877424,171.29,0,2493.386358,3450,0
-26.6121,153.1129,298.29,296.41,9,6,-0.1,96.64449489,171.29,0,2498.006446,3450,0
-26.6121,153.1129,298.29,296.41,9,6,-0.1,96.64449489,171.29,0,2498.006446,3450,0
-26.3597,153.1031,298.26,296.46,11,5,0,103.1355963,461.11,0,2514.973514,3450,0
-26.2114,153.0459,262.15,296.56,14,7,-1.14,86.86897422,461.11,0,2529.200112,3450,0
-26.2114,153.0459,262.15,296.56,14,7,-1.14,86.86897422,461.11,0,2529.200112,3450,0
-24.8828,152.491,291.75,296.49,5,5,-0.07,83.36386083,461.11,0,2662.104356,3450,0
-24.8828,152.491,291.75,296.49,5,5,-0.07,83.36386083,461.11,0,2662.104356,3450,0
-24.1106,152.7113,299.96,297.62,8,7,-0.45,154.1911299,230.48,0,2698.047208,3450,0
-24.1106,152.7113,299.96,297.62,8,7,-0.45,154.1911299,230.48,0,2698.047208,3450,0
-20.0391,148.8748,297.19,298.69,3.5,4,0.34,53.63564842,344.87,0,3032.502319,147000,0
-20.0391,148.8748,297.19,298.69,3.5,4,0.34,53.63564842,344.87,0,3032.502319,147000,0
-19.8112,149.0638,297.44,298.72,6,9,-0.27,34.27696852,344.87,0,3063.498264,147000,0
-19.8112,149.0638,297.44,298.72,6,9,-0.27,34.27696852,344.87,0,3063.498264,147000,0
-19.7474,149.1815,298.69,298.59,5,10,-0.55,38.1178503,344.87,0,3077.606967,147000,0
-19.7474,149.1815,298.69,298.59,5,10,-0.55,38.1178503,344.87,0,3077.606967,147000,0
-19.7474,149.1815,298.51,298.59,5,6,-1.1,38.1178503,344.87,0,3077.606967,147000,0
-19.7474,149.1815,298.51,298.59,5,6,-1.1,38.1178503,344.87,0,3077.606967,147000,0
-19.5717,149.2683,298.63,298.66,5,6,-0.47,40.82531769,344.87,0,3096.620771,147000,0
-19.5717,149.2683,298.63,298.66,5,6,-0.47,40.82531769,344.87,0,3096.620771,147000,0
-19.1886,146.835,295.49,299.09,5,4,-0.38,177.2304868,116.09,0,2922.861019,147000,0
-19.1886,146.835,295.49,299.09,5,4,-0.38,177.2304868,116.09,0,2922.861019,147000,0
-19.1886,146.835,300.94,299.09,3,5,1.08,177.2304868,116.09,0,2922.861019,147000,0
-19.1886,146.835,300.94,299.09,3,5,1.08,177.2304868,116.09,0,2922.861019,147000,0
-19.1886,146.835,300.94,299.09,3,5,1.08,177.2304868,116.09,0,2922.861019,147000,0
-19.1886,146.835,300.94,299.09,3,5,1.08,177.2304868,116.09,0,2922.861019,147000,0
-19.1886,146.835,300.94,299.09,2,6,-0.95,177.2304868,116.09,0,2922.861019,147000,0
-19.1886,146.835,300.94,299.09,2,6,-0.95,177.2304868,116.09,0,2922.861019,147000,0
-19.1822,146.8408,302.3,299.09,5,4,0.99,178.166377,116.09,0,2923.784129,147000,0
-19.1421,146.8741,294.89,299.07,6,6,0.72,183.8334185,116.09,0,2929.322924,147000,0
-19.1421,146.8741,294.89,299.07,6,6,0.72,183.8334185,116.09,0,2929.322924,147000,0
-19.123,146.8798,300.52,299.07,4,7,-0.32,185.8756636,116.09,0,2931.14038,147000,0
-19.123,146.8798,300.52,299.07,4,7,-0.32,185.8756636,116.09,0,2931.14038,147000,0
-18.8029,147.6504,297.94,299.13,6,3,0.3,153.8655872,344.87,0,3016.257629,147000,0
-18.8029,147.6504,297.94,299.13,6,3,0.3,153.8655872,344.87,0,3016.257629,147000,0
-18.7391,147.2722,301.25,299.21,5,6,0.74,191.709204,344.87,0,2990.17857,147000,0
-18.7391,147.2722,301.25,299.21,5,6,0.74,191.709204,344.87,0,2990.17857,147000,0
-18.6896,146.6919,299.51,299.23,5,6,-0.78,164.0617787,343.7,0,2947.093358,147000,0
-18.6896,146.6919,299.51,299.23,5,6,-0.78,164.0617787,343.7,0,2947.093358,147000,0
-18.6896,146.6929,299.51,299.23,3.5,5,0.66,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.51,299.23,3.5,5,0.66,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.51,299.23,8,5,0.66,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.51,299.23,8,5,0.66,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,296.31,299.23,3.5,6,0.29,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,296.31,299.23,3.5,6,0.29,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.12,299.23,8,5,0.21,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.12,299.23,8,5,0.21,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.51,299.23,3.5,5,0.66,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.51,299.23,3.5,5,0.66,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.51,299.23,8,5,0.66,164.13449,343.7,0,2947.17339,147000,0
-18.6896,146.6929,299.51,299.23,8,5,0.66,164.13449,343.7,0,2947.17339,147000,0
-18.6888,146.6918,299.51,299.23,4,6,-0.78,163.9901428,343.7,0,2947.143192,147000,0
-18.6888,146.6918,299.51,299.23,4,6,-0.78,163.9901428,343.7,0,2947.143192,147000,0
-18.6606,146.5407,299.23,299.26,4.5,6,-2.73,151.0268759,343.7,0,2937.108669,147000,0
-18.6606,146.5407,299.23,299.26,4.5,6,-2.73,151.0268759,343.7,0,2937.108669,147000,0
-18.6606,146.5407,299.23,299.26,4.5,6,-2.73,151.0268759,343.7,0,2937.108669,147000,0
-18.6606,146.5407,299.23,299.26,4.5,6,-2.73,151.0268759,343.7,0,2937.108669,147000,0
