Latitude_Degrees,Longitude_Degrees,ClimSST,Temperature_Mean,Depth_m,Windspeed,SSTA,Distance_to_Plastic_km,Nearest_Plastic_Weight_kg,Is_Heavily_Polluted,Distance_to_Oil_Spill_km,Nearest_Oil_Spill_Gallons,Percent_Bleaching
4.2925,113.8258,303.44,302.55,12,2,-1.22,98.27530453,162.05,0,702.7776247,3450,5.25
4.2925,113.8258,303.44,302.55,12,2,-1.22,98.27530453,162.05,0,702.7776247,3450,5.25
4.3433,113.8975,303.79,302.6,6,1,-0.94,90.22595161,162.05,0,704.0593538,3450,5.25
4.3433,113.8975,303.79,302.6,6,1,-0.94,90.22595161,162.05,0,704.0593538,3450,5.25
6.5006,117.9203,302.3,302.22,6,2,0.76,145.8289454,364.3,0,692.0361464,528000,5.25
6.5006,117.9203,302.3,302.22,6,2,0.76,145.8289454,364.3,0,692.0361464,528000,5.25
11.7702,120.1373,302.62,301.8,5,3,1.22,11.99826922,195.57,0,228.9060295,210000,5.25
11.7702,120.1373,302.62,301.8,5,3,1.22,11.99826922,195.57,0,228.9060295,210000,5.25
10.0685,99.8167,302.96,302.05,5.3,2,-0.25,95.01070613,183.92,0,1741.752335,100000,5.25
10.0685,99.8167,302.96,302.05,5.3,2,-0.25,95.01070613,183.92,0,1741.752335,100000,5.25
10.1167,99.8444,302.05,302,5,7,-0.07,101.1686139,183.92,0,1739.316646,100000,5.25
10.1167,99.8444,302.05,302,5,7,-0.07,101.1686139,183.92,0,1739.316646,100000,5.25
25.8492,-80.0886,302.15,299.7,17.9,3,0.3,189.8636767,359.44,0,2.932922861,3450,5.26
25.0067,-77.2846,262.15,299.48,1.4,3,1.52,17.72629768,432.84,1,102.3921903,1550000,5.26
25.0067,-77.2846,262.15,299.48,1.5,3,1.52,17.72629768,432.84,1,102.3921903,1550000,5.26
25.0067,-77.2846,262.15,299.48,2.2,3,1.52,17.72629768,432.84,1,102.3921903,1550000,5.26
24.6149,-81.1372,302.3,299.86,14.4,2,1.81,219.5586383,275.27,0,7.905683488,30,5.27
24.5266,-81.6308,299.79,299.79,5.8,5,2.11,195.1272913,275.27,0,5.938360335,3450,5.28
24.6871,-80.9595,300.09,299.83,6.2,2,0.27,234.5044185,275.27,0,11.66636467,200,5.32
20.2586,-87.3854,262.15,300.8,8.5,2,1.62,17.93321518,283.94,0,468.0744494,1000,5.33
20.2586,-87.3854,262.15,300.8,8.9,2,1.62,17.93321518,283.94,0,468.0744494,1000,5.33
20.2586,-87.3854,262.15,300.8,9,2,1.62,17.93321518,283.94,0,468.0744494,1000,5.33
20.2586,-87.3854,262.15,300.8,9.3,2,1.62,17.93321518,283.94,0,468.0744494,1000,5.33
20.2586,-87.3854,262.15,300.8,9.7,2,1.62,17.93321518,283.94,0,468.0744494,1000,5.33
20.2586,-87.3854,262.15,300.8,10.4,2,1.62,17.93321518,283.94,0,468.0744494,1000,5.33
-4.9212,119.3171,301.26,302.25,3,2,1.63,71.62018852,435.77,0,491.2856902,3450,5.33
24.6485,-81.0328,299.75,299.84,11,2,1.33,227.3678197,275.27,0,3.816445917,200,5.33
25.4792,-80.1084,299.52,299.89,14,5,0.25,190.3174149,408.45,0,6.707623492,3000,5.33
26.0075,-80.0878,300.22,299.71,15.8,2,0.19,178.8569854,359.44,0,4.90797244,3450,5.33
26.1291,-80.0947,262.15,299.79,4.9,3,0.88,171.7845465,359.44,0,1.281736216,3450,5.33
26.2465,-80.0657,300.86,299.76,16.8,3,0.95,162.6051767,359.44,0,1.324838917,200,5.33
9.4887,-78.7281,301.7,301.16,5.5,3,0.19,76.0459012,346.6,0,43.68523766,5880000,5.34
9.4887,-78.7281,301.7,301.16,6,3,0.19,76.0459012,346.6,0,43.68523766,5880000,5.34
9.4887,-78.7281,301.7,301.16,8,3,0.19,76.0459012,346.6,0,43.68523766,5880000,5.34
9.4887,-78.7281,301.7,301.16,9,3,0.19,76.0459012,346.6,0,43.68523766,5880000,5.34
9.4887,-78.7281,301.7,301.16,9.2,3,0.19,76.0459012,346.6,0,43.68523766,5880000,5.34
9.4887,-78.7281,301.7,301.16,10,3,0.19,76.0459012,346.6,0,43.68523766,5880000,5.34
9.4887,-78.7281,301.7,301.16,11,3,0.19,76.0459012,346.6,0,43.68523766,5880000,5.34
24.4591,-81.9107,299.18,299.76,9.8,7,-0.25,184.2298442,275.27,0,5.252241691,3450,5.34
17.4882,-88.0419,301.94,301.07,3,4,0.1,108.4241535,465.85,0,181.0313529,3450,5.35
17.4882,-88.0419,301.94,301.07,10,4,0.1,108.4241535,465.85,0,181.0313529,3450,5.35
17.4882,-88.0419,301.94,301.07,12.2,4,0.1,108.4241535,465.85,0,181.0313529,3450,5.35
24.7459,-77.7798,301.18,299.68,12.6,4,0.03,31.36950843,426.69,1,159.6931995,1550000,5.35
24.7459,-77.7798,301.18,299.68,13.7,4,0.03,31.36950843,426.69,1,159.6931995,1550000,5.35
24.3384,-77.6713,300.08,299.71,2,7,0.78,47.19148249,426.69,1,174.5501188,1550000,5.36
24.3384,-77.6713,300.08,299.71,2.1,7,0.78,47.19148249,426.69,1,174.5501188,1550000,5.36
11.9106,-66.5924,301.48,300.21,6,4,0.64,145.7464152,447.41,0,150.3992055,182000,5.36
11.9106,-66.5924,301.48,300.21,7,4,0.64,145.7464152,447.41,0,150.3992055,182000,5.36
11.9106,-66.5924,301.48,300.21,8.2,4,0.64,145.7464152,447.41,0,150.3992055,182000,5.36
11.9106,-66.5924,301.48,300.21,9,4,0.64,145.7464152,447.41,0,150.3992055,182000,5.36
24.7122,-80.9455,300.35,299.79,4.8,5,0.69,237.633294,275.27,0,14.02835465,200,5.36
24.6985,-80.9554,299.68,299.83,5.5,5,0.4,235.8220774,275.27,0,12.48680152,200,5.38
18.2192,-78.291,262.15,301.44,6.7,6,-0.04,28.1147319,67.66,0,259.5425976,3450,5.38
18.2192,-78.291,262.15,301.44,8.2,6,-0.04,28.1147319,67.66,0,259.5425976,3450,5.38
18.2192,-78.291,262.15,301.44,11.8,6,-0.04,28.1147319,67.66,0,259.5425976,3450,5.38
18.2192,-78.291,262.15,301.44,12.1,6,-0.04,28.1147319,67.66,0,259.5425976,3450,5.38
18.2192,-78.291,262.15,301.44,12.7,6,-0.04,28.1147319,67.66,0,259.5425976,3450,5.38
18.2192,-78.291,262.15,301.44,13.6,6,-0.04,28.1147319,67.66,0,259.5425976,3450,5.38
24.5523,-81.3838,300.53,299.82,5.6,5,-0.44,204.1743461,275.27,0,2.607585693,3450,5.41
25.4594,-80.137,302.11,299.8,4.2,2,1.72,193.0756115,408.45,0,4.476977371,3000,5.43
26.5403,-76.9461,302.17,299.3,4,4,0.8,51.30263788,78.84,0,78.67273683,3450,5.46
26.5403,-76.9461,302.17,299.3,5,4,0.8,51.30263788,78.84,0,78.67273683,3450,5.46
26.5403,-76.9461,302.17,299.3,5.5,4,0.8,51.30263788,78.84,0,78.67273683,3450,5.46
26.5403,-76.9461,302.17,299.3,6,4,0.8,51.30263788,78.84,0,78.67273683,3450,5.46
26.5403,-76.9461,302.17,299.3,6.5,4,0.8,51.30263788,78.84,0,78.67273683,3450,5.46
26.1562,-80.0905,262.15,299.79,3.7,3,-0.57,169.8274651,359.44,0,4.272644523,3450,5.47
24.7345,-80.8096,299.78,299.89,10.6,2,1.21,246.3273744,275.27,0,11.1833841,3450,5.49
-27.5177,153.3846,298.65,296.1,2.5,7,1.65,14.14802878,171.29,0,2419.245267,3450,5.5
-27.5177,153.3846,298.65,296.1,2.5,7,1.65,14.14802878,171.29,0,2419.245267,3450,5.5
-27.5,153.3752,299.42,296.1,1,6,-0.85,13.35423773,171.29,0,2421.100961,3450,5.5
-27.5,153.3752,299.42,296.1,1,6,-0.85,13.35423773,171.29,0,2421.100961,3450,5.5
-22.1322,113.8766,262.15,298.48,2,6,-0.26,48.95099,262.7,0,948.6752711,5670000,5.5
-22.1322,113.8766,262.15,298.48,2,6,-0.26,48.95099,262.7,0,948.6752711,5670000,5.5
25.6626,-79.3077,301.23,300.14,5,5,0.4,114.1361087,408.45,0,44.35470086,3450,5.5
25.6626,-79.3077,301.23,300.14,5,5,0.4,114.1361087,408.45,0,44.35470086,3450,5.5
28.573,34.5381,299.21,296.99,10,8,1.03,96.37408626,139.11,0,386.9069802,3450,5.5
28.573,34.5381,299.21,296.99,10,8,1.03,96.37408626,139.11,0,386.9069802,3450,5.5
-8.6858,115.4622,262.15,300.89,5,3,1.12,44.79463693,200.47,0,837.0576537,3450,5.5
-8.6858,115.4622,262.15,300.89,5,3,1.12,44.79463693,200.47,0,837.0576537,3450,5.5
18.3432,-78.3438,302.31,301.37,5,4,0.79,14.50355266,67.66,0,272.7016106,3450,5.5
18.3432,-78.3438,302.31,301.37,5,4,0.79,14.50355266,67.66,0,272.7016106,3450,5.5
4.5792,118.9203,302.53,301.76,10,3,0.4,48.51443061,116.01,0,692.2182602,3450,5.5
4.5792,118.9203,302.53,301.76,10,3,0.4,48.51443061,116.01,0,692.2182602,3450,5.5
5.7717,103.0591,303.66,302.22,10,2,0.03,99.62037055,135.75,0,1716.602546,3450,5.5
5.7717,103.0591,303.66,302.22,10,2,0.03,99.62037055,135.75,0,1716.602546,3450,5.5
10.0622,125.1339,262.15,301.32,12,5,1.1,73.9669794,187.35,0,289.5707292,528000,5.5
10.0622,125.1339,262.15,301.32,12,5,1.1,73.9669794,187.35,0,289.5707292,528000,5.5
10.0669,125.1344,262.15,301.32,12,5,1.1,73.94157899,187.35,0,289.4941967,528000,5.5
10.0669,125.1344,262.15,301.32,12,5,1.1,73.94157899,187.35,0,289.4941967,528000,5.5
10.1986,124.9829,262.15,301.22,12,7,-0.58,92.37579983,187.35,0,269.9981989,528000,5.5
10.1986,124.9829,262.15,301.22,12,7,-0.58,92.37579983,187.35,0,269.9981989,528000,5.5
13.2153,120.5278,262.15,301.99,7,2,0.02,85.70691218,216.63,0,109.0435656,210000,5.5
13.2153,120.5278,262.15,301.99,7,2,0.02,85.70691218,216.63,0,109.0435656,210000,5.5
-18.7125,-174.1083,298.01,299.63,12,8,0.23,79.4217866,71.2,0,590.3828783,3450,5.5
-18.7125,-174.1083,298.01,299.63,12,8,0.23,79.4217866,71.2,0,590.3828783,3450,5.5
11.1914,-60.7967,299.73,300.48,9,5,0.52,181.3641267,376.86,0,72.43669751,3450,5.5
11.1914,-60.7967,299.73,300.48,9,5,0.52,181.3641267,376.86,0,72.43669751,3450,5.5
24.5645,-81.3955,302.31,299.82,6.2,2,1.36,205.1063037,275.27,0,2.525364079,3450,5.5
24.473,-81.9499,301.98,299.73,8.7,4,0.77,185.6268953,275.27,0,9.411748451,3450,5.51
25.0596,-80.3793,300.46,299.78,2.6,5,0.96,220.2658594,408.45,0,2.621157735,800,5.51
24.4734,-81.882,299.27,299.77,7.3,7,-0.75,185.9798265,275.27,0,3.084470928,3450,5.52
17.4878,-63.2323,299.53,300.47,16.1,7,-0.99,70.7817271,331.22,0,24.67321041,16800,5.52
17.4878,-63.2323,299.53,300.47,16.2,7,-0.99,70.7817271,331.22,0,24.67321041,16800,5.52
17.4878,-63.2323,299.53,300.47,17.1,7,-0.99,70.7817271,331.22,0,24.67321041,16800,5.52
17.4878,-63.2323,299.53,300.47,17.4,7,-0.99,70.7817271,331.22,0,24.67321041,16800,5.52
17.4878,-63.2323,299.53,300.47,17.7,7,-0.99,70.7817271,331.22,0,24.67321041,16800,5.52
17.4878,-63.2323,299.53,300.47,18.3,7,-0.99,70.7817271,331.22,0,24.67321041,16800,5.52
17.4878,-63.2323,299.53,300.47,19.2,7,-0.99,70.7817271,331.22,0,24.67321041,16800,5.52
24.4602,-81.8571,302.05,299.77,7.6,3,0.71,184.6938667,275.27,0,0.586013534,3450,5.56
24.5234,-81.6834,300.86,299.78,5.3,2,0.75,193.8229324,275.27,0,5.361333183,3450,5.56
24.5959,-81.3716,296.85,299.78,5.6,6,-2.08,209.166954,275.27,0,6.768130498,3450,5.56
24.6096,-81.1788,300.6,299.86,8.6,4,0.16,217.3605313,275.27,0,11.39989431,3450,5.56
24.8901,-80.5532,300.2,299.84,10.2,4,0.37,241.1890696,408.45,0,7.686617176,3450,5.56
25.0607,-80.3871,300.84,299.78,3,4,0.49,221.020637,408.45,0,1.826025694,800,5.56
25.2124,-80.2128,302.64,299.84,5.4,4,0.42,201.4223458,408.45,0,6.158860195,3450,5.56
25.4015,-80.1535,302.22,299.89,7.6,7,0.25,194.5600926,408.45,0,3.595141318,3000,5.56
25.5422,-80.0952,302.38,299.84,4.9,3,0.78,189.5186021,408.45,0,6.445074662,3450,5.56
25.5441,-80.1012,299.35,299.84,4.9,4,0.66,190.137691,408.45,0,6.216961651,3450,5.56
25.6518,-80.0946,301.15,299.8,9.1,5,-1.65,190.9805257,408.45,0,2.127135976,93000,5.56
25.8277,-80.0977,300.13,299.7,12.4,3,-0.45,192.1137728,359.44,0,3.702033635,0,5.56
25.8529,-80.1105,299.79,299.7,6,6,0.55,191.2692077,359.44,0,0.750624443,3450,5.56
25.8962,-80.1025,300.46,299.7,10,3,-0.31,187.5861029,359.44,0,2.710275991,3450,5.56
26.0659,-80.0952,300.22,299.73,11.9,2,-0.52,175.7022,359.44,0,2.625732042,80000,5.56
26.1043,-80.0894,299.54,299.72,14.3,4,1.31,172.8398443,359.44,0,0.674134936,211000,5.56
26.1758,-80.0873,262.15,299.78,6.6,2,0.16,168.4183161,359.44,0,6.342061637,3450,5.56
26.2013,-80.0902,262.15,299.78,4.8,3,-1.06,167.2191346,359.44,0,4.686404369,200,5.56
26.5594,-80.0283,299.64,299.8,17.2,5,-1.35,145.2408696,359.44,0,7.034675344,3450,5.56
26.6828,-80.0314,301.41,299.71,4.4,5,0.58,141.9504288,359.44,0,1.551854904,3450,5.56
27.1212,-80.1275,300.85,298.86,6,4,1.17,147.8290011,46.71,0,13.37924467,5500,5.56
24.625,-82.8582,300.23,299.31,9.6,4,-0.43,100.1738183,237.81,0,0.859199004,1400,5.6
25.5172,-80.1372,301.5,299.8,6.6,5,-0.09,193.4817017,408.45,0,3.795128583,1900,5.61
24.5541,-81.5825,300.36,299.72,6.2,5,0.03,199.1138354,275.27,0,5.208593266,5400000,5.62
22.4634,114.3308,299.19,296.92,2.1,4,1.16,30.67731561,39.2,0,811.8904632,8970000,5.62
22.4634,114.3308,299.19,296.92,2.1,4,1.16,30.67731561,39.2,0,811.8904632,8970000,5.62
24.6943,-80.9044,300.12,299.86,11.9,2,0.58,237.7889033,275.27,0,15.34576332,8200,5.63
25.6751,-80.0985,302.3,299.77,4.2,3,1.08,191.7877151,408.45,0,3.61055263,6500,5.63
25.0092,-80.3766,300.92,299.81,5.6,4,0.6,220.9942287,408.45,0,3.843913826,3450,5.64
18.3179,-64.9907,301.1,300.41,10.4,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,10.5,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,11.3,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,11.5,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,12,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,12.6,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,13.6,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,14,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,15,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
18.3179,-64.9907,301.1,300.41,15.2,8,0.57,184.3508952,366.17,0,1.95632343,13000,5.65
17.226,-87.605,302.21,300.98,7.1,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,7.2,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,7.3,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,7.6,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,7.7,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,7.8,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,8.1,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,8.3,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,8.5,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
17.226,-87.605,302.21,300.98,8.6,4,0.62,111.9288072,465.85,0,151.9644619,3450,5.66
24.5709,-81.3235,302.3,299.84,6.2,2,2.2,208.0858107,275.27,0,9.046996539,3450,5.66
25.2979,-80.1736,301.23,299.79,8.8,3,-1.43,196.8044483,408.45,0,4.165854782,5000,5.66
25.492,-80.1453,302.4,299.8,3.4,3,-0.03,194.0986549,408.45,0,4.175709235,1900,5.68
16.7413,-87.884,302.23,301.13,4.8,6,-0.1,58.98029242,465.85,0,96.65099253,3450,5.68
16.7413,-87.884,302.23,301.13,5.2,6,-0.1,58.98029242,465.85,0,96.65099253,3450,5.68
16.7413,-87.884,302.23,301.13,5.8,6,-0.1,58.98029242,465.85,0,96.65099253,3450,5.68
16.7413,-87.884,302.23,301.13,7.9,6,-0.1,58.98029242,465.85,0,96.65099253,3450,5.68
24.6111,-81.165,300.99,299.86,11.3,3,1.05,218.0564711,275.27,0,10.33465214,30,5.69
25.6416,-80.0984,301.49,299.8,7,5,0.37,191.183168,408.45,0,0.936752076,93000,5.69
-17.17,178.229,301.03,300.2,12,3,0.14,164.897906,368.11,0,1134.068182,3450,5.71
25.8878,-80.098,300.12,299.7,13.3,3,-0.34,187.827909,359.44,0,2.393988562,3450,5.71
25.9107,-80.1004,299.17,299.74,12.1,4,0.29,186.4103018,359.44,0,4.213386103,3450,5.71
25.9738,-80.0899,300.84,299.73,20.7,3,1.42,181.2665349,359.44,0,2.255857155,4000,5.71
26.0763,-80.092,302.24,299.73,15,3,1.06,174.7864526,359.44,0,1.637124174,80000,5.71
26.4622,-80.0432,262.15,299.79,27.4,4,-0.21,150.279479,359.44,0,3.893409866,3450,5.71
24.6145,-82.8704,299.8,299.38,4.8,2,1.06,98.89144822,237.81,0,1.22599197,1400,5.72
24.4996,-81.7358,300.06,299.75,8.4,3,0.97,190.3940995,275.27,0,3.282909504,3450,5.73
24.7046,-82.8629,301.06,299.26,9.6,4,0.88,100.5210218,237.81,0,1.480471909,80000,5.73
-15.983,145.8224,297.2,299.65,6,7,-0.09,79.82394964,341.97,0,2937.861843,4500,5.75
-15.983,145.8224,297.2,299.65,6,7,-0.09,79.82394964,341.97,0,2937.861843,4500,5.75
-23.4388,151.9139,299.99,297.35,2,7,0.39,86.81165215,230.48,0,2808.167558,3450,5.75
-23.4388,151.9139,299.99,297.35,2,7,0.39,86.81165215,230.48,0,2808.167558,3450,5.75
13.365,-81.4048,300.98,300.71,5.5,5,0.25,48.07355283,182.59,0,268.7348663,3450,5.75
13.365,-81.4048,300.98,300.71,5.5,5,0.25,48.07355283,182.59,0,268.7348663,3450,5.75
18.4348,-69.6852,262.15,300.63,15,5,0.42,144.8245809,497.53,0,45.73237403,3450,5.75
18.4348,-69.6852,262.15,300.63,15,5,0.42,144.8245809,497.53,0,45.73237403,3450,5.75
18.4411,-69.6917,262.15,300.63,18,9,0.4,145.7021342,497.53,0,46.41369572,3450,5.75
18.4411,-69.6917,262.15,300.63,18,9,0.4,145.7021342,497.53,0,46.41369572,3450,5.75
6.4983,117.9114,302.3,302.27,5.5,2,0.74,146.5850343,364.3,0,692.9319199,528000,5.75
6.4983,117.9114,302.3,302.27,5.5,2,0.74,146.5850343,364.3,0,692.9319199,528000,5.75
7.0946,117.0234,303.23,302.07,10,3,0.45,152.1300983,144.42,0,729.019042,528000,5.75
7.0946,117.0234,303.23,302.07,10,3,0.45,152.1300983,144.42,0,729.019042,528000,5.75
12.4626,-69.9668,262.15,299.77,3.3,8,1.11,129.1890203,91.9,0,261.196256,544500,5.75
12.4626,-69.9668,262.15,299.77,3.3,8,1.11,129.1890203,91.9,0,261.196256,544500,5.75
11.1436,119.3087,302.42,301.64,3,8,0.25,118.3277252,195.57,0,341.4950429,210000,5.75
11.1436,119.3087,302.42,301.64,3,8,0.25,118.3277252,195.57,0,341.4950429,210000,5.75
11.7557,120.1426,302.62,301.8,4.5,3,1.22,10.65950285,195.57,0,229.7445315,210000,5.75
11.7557,120.1426,302.62,301.8,4.5,3,1.22,10.65950285,195.57,0,229.7445315,210000,5.75
19.6278,37.2458,297.88,301.29,5,7,-0.27,19.33460062,252.13,0,756.4536614,3450,5.75
19.6278,37.2458,297.88,301.29,5,7,-0.27,19.33460062,252.13,0,756.4536614,3450,5.75
21.8153,-72.1852,301.75,299.83,11.8,7,0.27,208.2549154,76.21,0,184.2110694,273000,5.75
21.8153,-72.1852,301.75,299.83,11.8,7,0.27,208.2549154,76.21,0,184.2110694,273000,5.75
24.6842,-82.8927,300.17,299.3,6.6,4,-0.39,97.24615534,237.81,0,3.928578722,80000,5.75
19.1542,-87.5333,262.15,300.79,9.1,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
19.1542,-87.5333,262.15,300.79,9.4,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
19.1542,-87.5333,262.15,300.79,9.7,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
19.1542,-87.5333,262.15,300.79,10,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
19.1542,-87.5333,262.15,300.79,10.5,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
19.1542,-87.5333,262.15,300.79,10.8,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
19.1542,-87.5333,262.15,300.79,10.9,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
19.1542,-87.5333,262.15,300.79,11.2,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
19.1542,-87.5333,262.15,300.79,11.5,4,0.5,119.1092783,283.94,0,365.9216685,3450,5.77
24.4663,-81.822,299.31,299.78,7,5,0,185.6798075,275.27,0,3.941060987,3450,5.8
24.5177,-81.5444,299.87,299.84,4.9,7,-3.39,196.038167,275.27,0,2.953171596,5400000,5.8
24.945,-80.5573,302.21,299.75,2.8,2,0.24,240.261263,408.45,0,13.06872353,3450,5.8
25.216,-80.286,301.86,299.61,2.9,4,0.28,208.7173753,408.45,0,9.445885976,26,5.8
25.8751,-80.0998,300.79,299.7,13,3,1.28,188.8654387,359.44,0,1.856502228,3450,5.8
27.1263,-80.1366,299.93,298.86,4.9,4,1.35,148.0122492,46.71,0,12.36291658,5500,5.8
24.97,-77.4708,302.36,299.65,2.8,3,0.63,3.970473379,432.84,1,121.4089733,1550000,5.82
24.97,-77.4708,302.36,299.65,3.8,3,0.63,3.970473379,432.84,1,121.4089733,1550000,5.82
21.7878,-84.5182,303.01,301.08,10.8,6,-0.71,56.1279094,180.06,0,225.796388,200000,5.82
21.7878,-84.5182,303.01,301.08,10.9,6,-0.71,56.1279094,180.06,0,225.796388,200000,5.82
21.7878,-84.5182,303.01,301.08,11,6,-0.71,56.1279094,180.06,0,225.796388,200000,5.82
21.7878,-84.5182,303.01,301.08,11.1,6,-0.71,56.1279094,180.06,0,225.796388,200000,5.82
21.7878,-84.5182,303.01,301.08,11.5,6,-0.71,56.1279094,180.06,0,225.796388,200000,5.82
21.7878,-84.5182,303.01,301.08,12,6,-0.71,56.1279094,180.06,0,225.796388,200000,5.82
21.7878,-84.5182,303.01,301.08,12.2,6,-0.71,56.1279094,180.06,0,225.796388,200000,5.82
24.4437,-81.9737,301.97,299.78,15.4,4,0.78,182.3219135,275.27,0,11.6822826,3450,5.83
24.5314,-81.4836,296.87,299.84,6.4,7,-0.22,199.0554133,275.27,0,7.76544083,3450,5.88
24.6006,-82.9806,301.14,299.43,17.4,4,0.48,87.70725694,237.81,0,9.743965333,8520,5.88
24.674,-80.9598,300.09,299.83,7.3,2,0.27,233.1934334,275.27,0,11.28827766,200,5.88
25.0625,-80.3949,300.46,299.78,3,4,1.32,221.7629854,408.45,0,1.021206091,800,5.88
25.1062,-80.2929,300.91,299.81,8.9,4,0.57,210.8609175,408.45,0,10.2997493,3450,5.88
25.4413,-80.1338,300.32,299.81,3.8,4,-0.11,192.6774076,408.45,0,2.466170707,3000,5.88
25.9673,-80.0896,300.52,299.73,18.9,3,1.4,181.680523,359.44,0,2.159449805,4000,5.88
26.1724,-80.0904,262.15,299.78,3.7,2,0.49,168.8787087,359.44,0,6.013042813,3450,5.88
24.9574,-80.4921,298.67,299.73,3.8,5,-0.02,233.5449522,408.45,0,13.26262274,3450,5.93
25.0612,-80.3785,301.84,299.78,2,5,0.31,220.1570347,408.45,0,2.679425814,800,5.93
24.5058,-81.5879,300.5,299.81,10.9,5,-0.22,193.751335,275.27,0,1.662480148,5400000,5.95
24.689,-80.9564,302.28,299.83,6.4,2,2.04,234.8348668,275.27,0,12.02877071,200,5.95
9.1686,-82.0756,262.15,301.53,2,1,-1.1,84.18530859,194.59,0,161.3018725,588000,5.95
9.1686,-82.0756,262.15,301.53,2.2,1,-1.1,84.18530859,194.59,0,161.3018725,588000,5.95
25.4684,-80.1395,301.79,299.8,4.8,7,0.4,193.3724,408.45,0,5.248358769,55,5.97
26.5939,-78.3961,262.15,299.73,5.8,3,0.05,46.24220808,359.44,0,49.58652947,3450,5.97
26.5939,-78.3961,262.15,299.73,6.8,3,0.05,46.24220808,359.44,0,49.58652947,3450,5.97
26.1152,-80.0804,299.54,299.72,22.2,3,0.68,171.4235139,359.44,0,0.445889877,3450,5.98
-19.1543,146.8661,298.66,299.07,3,3,2.78,182.2475441,116.09,0,2927.809943,147000,6
-19.1543,146.8661,298.66,299.07,3,3,2.78,182.2475441,116.09,0,2927.809943,147000,6
-16.2417,145.864,297.15,299.6,4,10,0.42,94.65313215,341.97,0,2965.760352,4500,6
-16.2417,145.864,297.15,299.6,4,10,0.42,94.65313215,341.97,0,2965.760352,4500,6
-27.4143,153.5261,295.89,296.8,9,7,-0.42,5.050503361,171.29,0,2413.938198,3450,6
-27.4143,153.5261,295.89,296.8,9,7,-0.42,5.050503361,171.29,0,2413.938198,3450,6
9.3834,-76.2281,302.68,301.72,10,1,0.04,75.93919385,20.14,0,314.6858561,5880000,6
9.3834,-76.2281,302.68,301.72,10,1,0.04,75.93919385,20.14,0,314.6858561,5880000,6
28.437,34.4593,298.81,297.15,10,5,-0.3,87.20358662,227.02,0,401.1806048,3450,6
28.437,34.4593,298.81,297.15,10,5,-0.3,87.20358662,227.02,0,401.1806048,3450,6
-16.5348,-151.7299,300.18,300.83,2.8,7,-0.14,338.9959408,455,0,1772.682731,41,6
-16.5348,-151.7299,300.18,300.83,2.8,7,-0.14,338.9959408,455,0,1772.682731,41,6
15.9789,-86.4813,301.31,301.17,6,6,1,185.1832422,427.61,0,143.2605601,3450,6
15.9789,-86.4813,301.31,301.17,6,6,1,185.1832422,427.61,0,143.2605601,3450,6
-3.1018,135.6233,303,303.26,5,2,-1.71,163.0119716,336.35,0,1242.39784,4500,6
-3.1018,135.6233,303,303.26,5,2,-1.71,163.0119716,336.35,0,1242.39784,4500,6
-2.9412,135.6675,303.03,303.22,5,2,0.11,153.2578723,241.61,0,1225.021153,4500,6
-2.9412,135.6675,303.03,303.22,5,2,0.11,153.2578723,241.61,0,1225.021153,4500,6
18.2169,-78.2667,262.15,301.43,9,4,0.66,28.72123659,67.66,0,259.5930856,3450,6
