Latitude_Degrees,Longitude_Degrees,ClimSST,Temperature_Mean,Depth_m,Windspeed,SSTA,Distance_to_Plastic_km,Nearest_Plastic_Weight_kg,Percent_Bleaching
10.0172,125.0115,299.78,301.33,12.0,8.0,0.69,87.27521721078142,187.35,0.0
10.0179,125.0109,299.78,301.33,12.0,8.0,0.69,87.33991658281042,187.35,0.0
10.0179,125.0109,299.78,301.33,12.0,8.0,0.69,87.33991658281042,187.35,0.0
10.0192,118.7796,262.15,301.67,2.0,5.0,1.69,130.46271593155794,496.79,0.0
10.0192,118.7796,262.15,301.67,2.0,5.0,1.69,130.46271593155794,496.79,0.0
10.0192,118.7796,262.15,301.67,2.0,5.0,1.69,130.46271593155794,496.79,0.0
10.0192,118.7796,262.15,301.67,2.0,5.0,1.69,130.46271593155794,496.79,0.0
10.02,125.01,302.18,301.33,9.0,5.0,0.97,87.43589278147398,187.35,0.0
10.02,125.01,302.18,301.33,9.0,5.0,0.97,87.43589278147398,187.35,0.0
10.0201,125.0091,299.98,301.33,12.0,8.0,0.34,87.53433063885817,187.35,0.0
10.0201,125.0091,299.98,301.33,12.0,8.0,0.34,87.53433063885817,187.35,0.0
10.0228,123.4036,262.15,301.6,10.0,8.0,1.6,132.6539679223416,100.94,0.0
10.0228,123.4036,262.15,301.6,10.0,8.0,1.6,132.6539679223416,100.94,0.0
10.0242,125.0682,301.72,301.31,12.0,5.0,-1.42,81.05994063286519,187.35,0.0
10.0242,125.0682,301.72,301.31,12.0,5.0,-1.42,81.05994063286519,187.35,0.0
10.0245,125.0217,300.51,301.33,12.0,5.0,0.86,86.15138485115347,187.35,0.0
10.0245,125.0217,300.51,301.33,12.0,5.0,0.86,86.15138485115347,187.35,0.0
10.0263,125.0682,301.96,301.31,12.0,4.0,-0.39,81.05923362064671,187.35,0.0
10.0263,125.0682,301.96,301.31,12.0,4.0,-0.39,81.05923362064671,187.35,0.0
10.0268,125.0682,301.83,301.31,9.0,9.0,-1.45,81.05916442557154,187.35,0.0
10.0268,125.0682,301.83,301.31,9.0,9.0,-1.45,81.05916442557154,187.35,0.0
10.0297,125.0198,300.51,301.33,12.0,5.0,0.86,86.3590797628101,187.35,0.0
10.0297,125.0198,300.51,301.33,12.0,5.0,0.86,86.3590797628101,187.35,0.0
10.0424,118.8031,262.15,301.7,2.0,5.0,0.98,130.5557352188287,496.79,0.0
10.0424,118.8031,262.15,301.7,2.0,5.0,0.98,130.5557352188287,496.79,0.0
10.0424,118.8031,262.15,301.7,2.0,5.0,0.98,130.5557352188287,496.79,0.0
10.0424,118.8031,262.15,301.7,2.0,5.0,0.98,130.5557352188287,496.79,0.0
10.0529,123.2531,302.14,301.44,12.8,3.0,1.82,123.12301763985047,100.94,0.0
10.0529,123.2531,302.14,301.44,12.8,3.0,1.82,123.12301763985047,100.94,0.0
10.0642,125.1347,262.15,301.32,9.0,6.0,-0.11,73.89152157860494,187.35,0.0
10.0642,125.1347,262.15,301.32,9.0,6.0,-0.11,73.89152157860494,187.35,0.0
10.0647,125.1353,262.15,301.32,6.0,5.0,1.73,73.82904200557964,187.35,0.0
10.0647,125.1353,262.15,301.32,6.0,5.0,1.73,73.82904200557964,187.35,0.0
10.0647,125.1353,262.15,301.32,12.0,3.0,2.05,73.82904200557964,187.35,0.0
10.0647,125.1353,262.15,301.32,12.0,3.0,2.05,73.82904200557964,187.35,0.0
10.0647,125.1353,262.15,301.32,12.0,3.0,1.85,73.82904200557964,187.35,0.0
10.0647,125.1353,262.15,301.32,12.0,3.0,1.85,73.82904200557964,187.35,0.0
10.0669,125.1344,262.15,301.32,12.0,2.0,0.73,73.94157898909727,187.35,0.0
10.0669,125.1344,262.15,301.32,12.0,2.0,0.73,73.94157898909727,187.35,0.0
10.1572,125.1378,262.15,301.26,9.0,7.0,0.22,74.84490421476654,187.35,0.0
10.1572,125.1378,262.15,301.26,9.0,7.0,0.22,74.84490421476654,187.35,0.0
10.1572,125.1378,262.15,301.26,12.0,7.0,0.22,74.84490421476654,187.35,0.0
10.1572,125.1378,262.15,301.26,12.0,7.0,0.22,74.84490421476654,187.35,0.0
10.1572,125.1378,262.15,301.26,9.5,4.0,2.19,74.84490421476654,187.35,0.0
10.1572,125.1378,262.15,301.26,9.5,4.0,2.19,74.84490421476654,187.35,0.0
10.1768,123.8044,302.36,301.74,8.0,4.0,2.34,144.3779376958734,100.94,0.0
10.1768,123.8044,302.36,301.74,8.0,4.0,2.34,144.3779376958734,100.94,0.0
10.1768,123.8044,302.33,301.74,4.0,6.0,1.65,144.3779376958734,100.94,0.0
10.1768,123.8044,302.33,301.74,4.0,6.0,1.65,144.3779376958734,100.94,0.0
10.1897,124.0025,302.39,301.67,4.0,4.0,-0.19,159.52430941703852,100.94,0.0
10.1897,124.0025,302.39,301.67,4.0,4.0,-0.19,159.52430941703852,100.94,0.0
10.1897,124.0025,302.39,301.67,12.0,4.0,-0.19,159.52430941703852,100.94,0.0
10.1897,124.0025,302.39,301.67,12.0,4.0,-0.19,159.52430941703852,100.94,0.0
10.1897,124.0025,302.39,301.67,4.0,4.0,-0.19,159.52430941703852,100.94,0.0
10.1897,124.0025,302.39,301.67,4.0,4.0,-0.19,159.52430941703852,100.94,0.0
10.1986,124.9829,262.15,301.22,6.0,3.0,-0.1,92.37579983380097,187.35,0.0
10.1986,124.9829,262.15,301.22,6.0,3.0,-0.1,92.37579983380097,187.35,0.0
10.2051,118.9098,262.15,301.72,10.0,5.0,1.12,137.48612258986574,496.79,0.0
10.2051,118.9098,262.15,301.72,10.0,5.0,1.12,137.48612258986574,496.79,0.0
10.2105,123.9841,302.29,301.58,12.0,4.0,-0.03,156.5032014262047,100.94,0.0
10.2105,123.9841,302.29,301.58,12.0,4.0,-0.03,156.5032014262047,100.94,0.0
10.211,123.985,302.3,301.58,6.0,12.0,-1.18,156.5448327874649,100.94,0.0
10.211,123.985,302.3,301.58,6.0,12.0,-1.18,156.5448327874649,100.94,0.0
10.211,123.985,302.3,301.58,3.0,12.0,-1.18,156.5448327874649,100.94,0.0
10.211,123.985,302.3,301.58,3.0,12.0,-1.18,156.5448327874649,100.94,0.0
10.211,123.985,300.59,301.58,5.0,7.0,-0.03,156.5448327874649,100.94,0.0
10.211,123.985,300.59,301.58,5.0,7.0,-0.03,156.5448327874649,100.94,0.0
10.211,123.985,300.59,301.58,9.5,7.0,-0.03,156.5448327874649,100.94,0.0
10.211,123.985,300.59,301.58,9.5,7.0,-0.03,156.5448327874649,100.94,0.0
10.2494,123.9716,262.15,301.6,4.0,12.0,-1.04,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,4.0,12.0,-1.04,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,7.0,12.0,-1.04,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,7.0,12.0,-1.04,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,3.5,6.0,1.44,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,3.5,6.0,1.44,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,7.0,5.0,-0.04,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,7.0,5.0,-0.04,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,12.0,6.0,1.44,152.73964953504844,100.94,0.0
10.2494,123.9716,262.15,301.6,12.0,6.0,1.44,152.73964953504844,100.94,0.0
10.2506,124.9733,262.15,301.42,5.0,7.0,-0.2,94.74987657882636,187.35,0.0
10.2506,124.9733,262.15,301.42,5.0,7.0,-0.2,94.74987657882636,187.35,0.0
10.2506,124.9733,262.15,301.42,8.0,7.0,-0.2,94.74987657882636,187.35,0.0
10.2506,124.9733,262.15,301.42,8.0,7.0,-0.2,94.74987657882636,187.35,0.0
10.2513,123.9742,262.15,301.6,11.0,12.0,-1.04,152.83392969868066,100.94,0.0
10.2513,123.9742,262.15,301.6,11.0,12.0,-1.04,152.83392969868066,100.94,0.0
10.2513,123.9742,262.15,301.6,4.0,6.0,-0.09,152.83392969868066,100.94,0.0
10.2513,123.9742,262.15,301.6,4.0,6.0,-0.09,152.83392969868066,100.94,0.0
10.2513,123.9742,262.15,301.6,4.0,12.0,-1.04,152.83392969868066,100.94,0.0
10.2513,123.9742,262.15,301.6,4.0,12.0,-1.04,152.83392969868066,100.94,0.0
10.2513,123.9742,262.15,301.6,7.0,6.0,-0.09,152.83392969868066,100.94,0.0
10.2513,123.9742,262.15,301.6,7.0,6.0,-0.09,152.83392969868066,100.94,0.0
10.2553,124.0202,302.38,301.56,6.0,6.0,-0.06,156.56953022359872,100.94,0.0
10.2553,124.0202,302.38,301.56,6.0,6.0,-0.06,156.56953022359872,100.94,0.0
10.2568,124.0214,300.21,301.56,3.0,7.0,0.08,156.57543119037155,100.94,0.0
10.2568,124.0214,300.21,301.56,3.0,7.0,0.08,156.57543119037155,100.94,0.0
10.257,123.9807,262.15,301.6,3.5,11.0,-1.14,153.00853160233768,100.94,0.0
10.257,123.9807,262.15,301.6,3.5,11.0,-1.14,153.00853160233768,100.94,0.0
10.2586,124.9824,262.15,301.42,4.0,7.0,-0.2,94.0282137896643,187.35,0.0
10.2586,124.9824,262.15,301.42,4.0,7.0,-0.2,94.0282137896643,187.35,0.0
10.2587,123.9827,262.15,301.6,5.0,6.0,-0.09,153.06704291693072,100.94,0.0
10.2587,123.9827,262.15,301.6,5.0,6.0,-0.09,153.06704291693072,100.94,0.0
10.2587,123.9827,262.15,301.6,7.0,6.0,-0.09,153.06704291693072,100.94,0.0
10.2587,123.9827,262.15,301.6,7.0,6.0,-0.09,153.06704291693072,100.94,0.0
10.26,124.1612,301.58,302.07,3.0,4.0,0.45,168.90700270093032,100.94,0.0
10.26,124.1612,301.58,302.07,3.0,4.0,0.45,168.90700270093032,100.94,0.0
10.2602,123.9862,299.98,301.56,4.0,11.0,-0.95,153.27006330395284,100.94,0.0
10.2602,123.9862,299.98,301.56,4.0,11.0,-0.95,153.27006330395284,100.94,0.0
10.2609,123.9672,262.15,301.6,4.0,4.0,1.01,151.57422414654016,100.94,0.0
10.2609,123.9672,262.15,301.6,4.0,4.0,1.01,151.57422414654016,100.94,0.0
10.2625,123.9847,262.15,301.6,3.0,7.0,-0.49,152.98453102435775,100.94,0.0
10.2625,123.9847,262.15,301.6,3.0,7.0,-0.49,152.98453102435775,100.94,0.0
10.2625,123.9847,262.15,301.6,9.5,7.0,-0.49,152.98453102435775,100.94,0.0
10.2625,123.9847,262.15,301.6,9.5,7.0,-0.49,152.98453102435775,100.94,0.0
10.2649,124.1952,302.7,302.12,4.0,2.0,-0.32,171.73038328541844,100.94,0.0
10.2649,124.1952,302.7,302.12,4.0,2.0,-0.32,171.73038328541844,100.94,0.0
10.2698,123.9894,300.12,301.56,3.0,7.0,-0.34,152.90507125783606,100.94,0.0
10.2698,123.9894,300.12,301.56,3.0,7.0,-0.34,152.90507125783606,100.94,0.0
10.2698,123.9894,300.12,301.56,11.5,7.0,-0.34,152.90507125783606,100.94,0.0
10.2698,123.9894,300.12,301.56,11.5,7.0,-0.34,152.90507125783606,100.94,0.0
10.2732,124.0365,302.45,301.64,6.0,5.0,-0.06,156.83451558698988,100.94,0.0
10.2732,124.0365,302.45,301.64,6.0,5.0,-0.06,156.83451558698988,100.94,0.0
10.2732,124.0365,302.45,301.64,10.0,5.0,-0.06,156.83451558698988,100.94,0.0
10.2732,124.0365,302.45,301.64,10.0,5.0,-0.06,156.83451558698988,100.94,0.0
10.2732,124.0365,302.38,301.64,6.0,6.0,-0.29,156.83451558698988,100.94,0.0
10.2732,124.0365,302.38,301.64,6.0,6.0,-0.29,156.83451558698988,100.94,0.0
10.2732,124.0365,302.38,301.64,11.0,6.0,-0.29,156.83451558698988,100.94,0.0
10.2732,124.0365,302.38,301.64,11.0,6.0,-0.29,156.83451558698988,100.94,0.0
10.2741,123.9917,302.33,301.56,5.0,6.0,-0.25,152.81997203548522,100.94,0.0
10.2741,123.9917,302.33,301.56,5.0,6.0,-0.25,152.81997203548522,100.94,0.0
10.2741,123.9917,302.33,301.56,7.0,6.0,-0.25,152.81997203548522,100.94,0.0
10.2741,123.9917,302.33,301.56,7.0,6.0,-0.25,152.81997203548522,100.94,0.0
10.2823,123.9978,302.3,301.56,10.0,6.0,1.33,152.81393343630668,100.94,0.0
10.2823,123.9978,302.3,301.56,10.0,6.0,1.33,152.81393343630668,100.94,0.0
10.2823,123.9978,302.33,301.56,3.0,12.0,-0.9,152.81393343630668,100.94,0.0
10.2823,123.9978,302.33,301.56,3.0,12.0,-0.9,152.81393343630668,100.94,0.0
10.2823,123.9978,302.3,301.56,3.5,6.0,1.33,152.81393343630668,100.94,0.0
10.2823,123.9978,302.3,301.56,3.5,6.0,1.33,152.81393343630668,100.94,0.0
10.2823,123.9978,301.11,301.56,10.0,3.0,-0.69,152.81393343630668,100.94,0.0
10.2823,123.9978,301.11,301.56,10.0,3.0,-0.69,152.81393343630668,100.94,0.0
10.2823,123.9978,301.11,301.56,6.0,3.0,-0.69,152.81393343630668,100.94,0.0
10.2823,123.9978,301.11,301.56,6.0,3.0,-0.69,152.81393343630668,100.94,0.0
10.2836,124.0487,302.35,301.64,10.0,3.0,0.5,157.25341048411732,100.94,0.0
10.2836,124.0487,302.35,301.64,10.0,3.0,0.5,157.25341048411732,100.94,0.0
10.2837,124.0488,302.32,301.64,14.0,6.0,1.73,157.25597860149284,100.94,0.0
10.2837,124.0488,302.32,301.64,14.0,6.0,1.73,157.25597860149284,100.94,0.0
10.2837,124.0488,302.32,301.64,6.0,6.0,1.73,157.25597860149284,100.94,0.0
10.2837,124.0488,302.32,301.64,6.0,6.0,1.73,157.25597860149284,100.94,0.0
10.2837,124.0488,302.33,301.64,9.0,3.0,-1.08,157.25597860149284,100.94,0.0
10.2837,124.0488,302.33,301.64,9.0,3.0,-1.08,157.25597860149284,100.94,0.0
10.2846,124.0503,302.33,301.64,12.0,3.0,-1.08,157.33293189375456,100.94,0.0
10.2846,124.0503,302.33,301.64,12.0,3.0,-1.08,157.33293189375456,100.94,0.0
10.2846,124.0503,302.32,301.64,6.0,6.0,1.73,157.33293189375456,100.94,0.0
10.2846,124.0503,302.32,301.64,6.0,6.0,1.73,157.33293189375456,100.94,0.0
10.2846,124.0503,302.32,301.64,10.0,6.0,1.73,157.33293189375456,100.94,0.0
10.2846,124.0503,302.32,301.64,10.0,6.0,1.73,157.33293189375456,100.94,0.0
10.2849,124.0044,302.31,301.56,5.0,8.0,-0.96,153.22617925941591,100.94,0.0
10.2849,124.0044,302.31,301.56,5.0,8.0,-0.96,153.22617925941591,100.94,0.0
10.2849,124.0044,302.31,301.56,10.0,8.0,-0.96,153.22617925941591,100.94,0.0
10.2849,124.0044,302.31,301.56,10.0,8.0,-0.96,153.22617925941591,100.94,0.0
10.2854,124.0028,302.31,301.56,5.0,8.0,-0.96,153.0519425071879,100.94,0.0
10.2854,124.0028,302.31,301.56,5.0,8.0,-0.96,153.0519425071879,100.94,0.0
10.2854,124.0028,302.34,301.56,6.0,3.0,0.96,153.0519425071879,100.94,0.0
10.2854,124.0028,302.34,301.56,6.0,3.0,0.96,153.0519425071879,100.94,0.0
10.2854,124.0028,302.34,301.56,9.0,3.0,0.96,153.0519425071879,100.94,0.0
10.2854,124.0028,302.34,301.56,9.0,3.0,0.96,153.0519425071879,100.94,0.0
10.2854,124.0028,300.88,301.56,10.0,5.0,-1.18,153.0519425071879,100.94,0.0
10.2854,124.0028,300.88,301.56,10.0,5.0,-1.18,153.0519425071879,100.94,0.0
10.2854,124.0028,300.88,301.56,6.0,5.0,-1.18,153.0519425071879,100.94,0.0
10.2854,124.0028,300.88,301.56,6.0,5.0,-1.18,153.0519425071879,100.94,0.0
10.2859,124.0521,302.59,301.64,5.7,3.0,-0.52,157.41153326035678,100.94,0.0
10.2859,124.0521,302.59,301.64,5.7,3.0,-0.52,157.41153326035678,100.94,0.0
10.2875,124.0577,301.66,301.64,6.0,3.0,-0.39,157.81292523958697,100.94,0.0
10.2875,124.0577,301.66,301.64,6.0,3.0,-0.39,157.81292523958697,100.94,0.0
10.2875,124.0577,301.66,301.64,11.0,3.0,-0.39,157.81292523958697,100.94,0.0
10.2875,124.0577,301.66,301.64,11.0,3.0,-0.39,157.81292523958697,100.94,0.0
10.2886,124.0563,302.32,301.64,12.0,6.0,1.73,157.61735976836843,100.94,0.0
10.2886,124.0563,302.32,301.64,12.0,6.0,1.73,157.61735976836843,100.94,0.0
10.2886,124.0563,302.33,301.64,12.0,3.0,-1.08,157.61735976836843,100.94,0.0
10.2886,124.0563,302.33,301.64,12.0,3.0,-1.08,157.61735976836843,100.94,0.0
10.2886,124.0563,302.32,301.64,6.0,6.0,1.73,157.61735976836843,100.94,0.0
10.2886,124.0563,302.32,301.64,6.0,6.0,1.73,157.61735976836843,100.94,0.0
10.2899,124.0085,302.38,301.65,3.0,12.0,-0.87,153.26329458534323,100.94,0.0
10.2899,124.0085,302.38,301.65,3.0,12.0,-0.87,153.26329458534323,100.94,0.0
10.2899,124.0085,302.3,301.65,5.9,6.0,1.94,153.26329458534323,100.94,0.0
10.2899,124.0085,302.3,301.65,5.9,6.0,1.94,153.26329458534323,100.94,0.0
10.2899,124.0085,302.3,301.65,10.0,6.0,1.94,153.26329458534323,100.94,0.0
10.2899,124.0085,302.3,301.65,10.0,6.0,1.94,153.26329458534323,100.94,0.0
10.2917,124.0729,302.52,301.85,6.0,7.0,1.33,158.91910133174295,100.94,0.0
10.2917,124.0729,302.52,301.85,6.0,7.0,1.33,158.91910133174295,100.94,0.0
10.293,124.0729,302.52,301.85,8.0,12.0,-1.12,158.83778352882817,100.94,0.0
10.293,124.0729,302.52,301.85,8.0,12.0,-1.12,158.83778352882817,100.94,0.0
10.2939,124.0733,302.48,301.85,6.0,3.0,0.56,158.81774424038232,100.94,0.0
10.2939,124.0733,302.48,301.85,6.0,3.0,0.56,158.81774424038232,100.94,0.0
10.2939,124.0733,302.48,301.85,12.0,3.0,0.56,158.81774424038232,100.94,0.0
10.2939,124.0733,302.48,301.85,12.0,3.0,0.56,158.81774424038232,100.94,0.0
10.2939,124.0733,302.52,301.85,10.5,7.0,1.33,158.81774424038232,100.94,0.0
10.2939,124.0733,302.52,301.85,10.5,7.0,1.33,158.81774424038232,100.94,0.0
10.2939,124.0733,302.52,301.85,10.0,12.0,-1.12,158.81774424038232,100.94,0.0
10.2939,124.0733,302.52,301.85,10.0,12.0,-1.12,158.81774424038232,100.94,0.0
10.2948,124.1648,302.76,302.1,6.0,4.0,-1.64,167.14045542590918,100.94,0.0
10.2948,124.1648,302.76,302.1,6.0,4.0,-1.64,167.14045542590918,100.94,0.0
10.2959,124.1668,302.76,302.1,4.0,4.0,-1.64,167.26045339717763,100.94,0.0
10.2959,124.1668,302.76,302.1,4.0,4.0,-1.64,167.26045339717763,100.94,0.0
10.2962,124.183,302.76,302.1,5.0,2.0,-0.51,168.7459323605287,100.94,0.0
10.2962,124.183,302.76,302.1,5.0,2.0,-0.51,168.7459323605287,100.94,0.0
10.2963,124.1822,302.76,302.1,6.0,4.0,-1.64,168.66571046542293,100.94,0.0
10.2963,124.1822,302.76,302.1,6.0,4.0,-1.64,168.66571046542293,100.94,0.0
10.2972,124.0147,301.19,301.65,12.0,3.0,-0.5,153.34250137741154,100.94,0.0
10.2972,124.0147,301.19,301.65,12.0,3.0,-0.5,153.34250137741154,100.94,0.0
10.2976,124.1798,302.76,302.1,11.0,2.0,-0.51,168.36639326010754,100.94,0.0
10.2976,124.1798,302.76,302.1,11.0,2.0,-0.51,168.36639326010754,100.94,0.0
10.2978,124.1812,302.76,302.1,10.0,2.0,-0.51,168.48479557602334,100.94,0.0
10.2978,124.1812,302.76,302.1,10.0,2.0,-0.51,168.48479557602334,100.94,0.0
10.2994,124.0177,300.91,301.65,7.0,10.0,-0.15,153.46886613157682,100.94,0.0
10.2994,124.0177,300.91,301.65,7.0,10.0,-0.15,153.46886613157682,100.94,0.0
10.2994,124.0177,302.3,301.65,10.0,7.0,0.28,153.46886613157682,100.94,0.0
10.2994,124.0177,302.3,301.65,10.0,7.0,0.28,153.46886613157682,100.94,0.0
10.307,124.0209,302.47,301.65,12.0,6.0,-0.03,153.26964671123343,100.94,0.0
10.307,124.0209,302.47,301.65,12.0,6.0,-0.03,153.26964671123343,100.94,0.0
10.307,124.0209,302.47,301.65,6.0,6.0,-0.03,153.26964671123343,100.94,0.0
10.307,124.0209,302.47,301.65,6.0,6.0,-0.03,153.26964671123343,100.94,0.0
10.3085,124.0221,301.19,301.65,6.0,3.0,-0.5,153.28197655271006,100.94,0.0
10.3085,124.0221,301.19,301.65,6.0,3.0,-0.5,153.28197655271006,100.94,0.0
10.3085,124.0221,301.19,301.65,12.0,3.0,-0.5,153.28197655271006,100.94,0.0
10.3085,124.0221,301.19,301.65,12.0,3.0,-0.5,153.28197655271006,100.94,0.0
10.3102,124.0233,302.38,301.65,6.0,6.0,-0.37,153.28192054652243,100.94,0.0
10.3102,124.0233,302.38,301.65,6.0,6.0,-0.37,153.28192054652243,100.94,0.0
10.3102,124.0233,302.38,301.65,10.0,6.0,-0.37,153.28192054652243,100.94,0.0
10.3102,124.0233,302.38,301.65,10.0,6.0,-0.37,153.28192054652243,100.94,0.0
10.3116,124.0241,300.91,301.65,5.0,10.0,-0.15,153.26519886606837,100.94,0.0
10.3116,124.0241,300.91,301.65,5.0,10.0,-0.15,153.26519886606837,100.94,0.0
10.3116,124.0241,301.68,301.65,10.0,8.0,-0.07,153.26519886606837,100.94,0.0
10.3116,124.0241,301.68,301.65,10.0,8.0,-0.07,153.26519886606837,100.94,0.0
10.3116,124.0241,301.68,301.65,6.0,8.0,-0.07,153.26519886606837,100.94,0.0
10.3116,124.0241,301.68,301.65,6.0,8.0,-0.07,153.26519886606837,100.94,0.0
10.3116,124.0241,301.17,301.65,7.0,5.0,0.18,153.26519886606837,100.94,0.0
10.3116,124.0241,301.17,301.65,7.0,5.0,0.18,153.26519886606837,100.94,0.0
10.3116,124.0241,301.17,301.65,11.5,5.0,0.18,153.26519886606837,100.94,0.0
10.3116,124.0241,301.17,301.65,11.5,5.0,0.18,153.26519886606837,100.94,0.0
10.4063,122.5141,302.15,301.47,1.7,3.0,-1.01,85.7279818273214,100.94,0.0
10.4063,122.5141,302.15,301.47,1.7,3.0,-1.01,85.7279818273214,100.94,0.0
10.4214,124.0108,302.51,301.85,11.0,3.0,0.62,145.4134946839863,100.94,0.0
10.4214,124.0108,302.51,301.85,11.0,3.0,0.62,145.4134946839863,100.94,0.0
10.486,124.6674,301.55,301.91,2.5,6.0,-0.34,134.89970082257744,187.35,0.0
10.486,124.6674,301.55,301.91,2.5,6.0,-0.34,134.89970082257744,187.35,0.0
10.486,124.6674,301.55,301.91,3.5,6.0,-0.34,134.89970082257744,187.35,0.0
10.486,124.6674,301.55,301.91,3.5,6.0,-0.34,134.89970082257744,187.35,0.0
10.4893,124.6668,302.81,301.91,3.5,6.0,0.81,135.0991634866876,187.35,0.0
10.4893,124.6668,302.81,301.91,3.5,6.0,0.81,135.0991634866876,187.35,0.0
10.4893,124.6668,302.82,301.91,4.6,2.0,1.21,135.0991634866876,187.35,0.0
10.4893,124.6668,302.82,301.91,4.6,2.0,1.21,135.0991634866876,187.35,0.0
10.4912,124.6785,302.81,301.91,7.0,10.0,0.13,133.9972820258706,187.35,0.0
10.4912,124.6785,302.81,301.91,7.0,10.0,0.13,133.9972820258706,187.35,0.0
10.5156,122.4931,262.15,301.44,1.7,3.0,-0.34,76.29713917476933,100.94,0.0
10.5156,122.4931,262.15,301.44,1.7,3.0,-0.34,76.29713917476933,100.94,0.0
10.5161,124.6698,302.81,301.94,12.0,3.0,0.73,135.95607674246907,187.35,0.0
10.5161,124.6698,302.81,301.94,12.0,3.0,0.73,135.95607674246907,187.35,0.0
10.5161,124.6698,302.81,301.94,4.0,3.0,0.73,135.95607674246907,187.35,0.0
10.5161,124.6698,302.81,301.94,4.0,3.0,0.73,135.95607674246907,187.35,0.0
10.5161,124.6698,301.62,301.94,10.0,6.0,-0.04,135.95607674246907,187.35,0.0
10.5161,124.6698,301.62,301.94,10.0,6.0,-0.04,135.95607674246907,187.35,0.0
10.5161,124.6698,301.62,301.94,6.0,6.0,-0.04,135.95607674246907,187.35,0.0
10.5161,124.6698,301.62,301.94,6.0,6.0,-0.04,135.95607674246907,187.35,0.0
10.5198,124.6665,302.81,301.94,5.4,6.0,0.71,136.45116663583963,187.35,0.0
10.5198,124.6665,302.81,301.94,5.4,6.0,0.71,136.45116663583963,187.35,0.0
10.5426,124.6357,302.78,301.96,6.0,10.0,-0.26,140.55487064955392,187.35,0.0
10.5426,124.6357,302.78,301.96,6.0,10.0,-0.26,140.55487064955392,187.35,0.0
10.5426,124.6357,302.77,301.96,10.0,3.0,0.99,140.55487064955392,187.35,0.0
10.5426,124.6357,302.77,301.96,10.0,3.0,0.99,140.55487064955392,187.35,0.0
10.5426,124.6357,302.77,301.96,4.0,3.0,0.99,140.55487064955392,187.35,0.0
10.5426,124.6357,302.77,301.96,4.0,3.0,0.99,140.55487064955392,187.35,0.0
10.5427,124.6356,301.71,301.96,6.0,6.0,-0.1,140.56937868408406,187.35,0.0
10.5427,124.6356,301.71,301.96,6.0,6.0,-0.1,140.56937868408406,187.35,0.0
10.5427,124.6356,301.71,301.96,10.0,6.0,-0.1,140.56937868408406,187.35,0.0
10.5427,124.6356,301.71,301.96,10.0,6.0,-0.1,140.56937868408406,187.35,0.0
10.5463,124.6505,302.77,301.96,4.5,3.0,0.99,139.24778486182328,187.35,0.0
10.5463,124.6505,302.77,301.96,4.5,3.0,0.99,139.24778486182328,187.35,0.0
10.5463,124.6505,302.77,301.96,10.0,3.0,0.99,139.24778486182328,187.35,0.0
10.5463,124.6505,302.77,301.96,10.0,3.0,0.99,139.24778486182328,187.35,0.0
10.5468,124.6557,301.67,301.97,10.0,6.0,-0.09,138.75344039350404,187.35,0.0
10.5468,124.6557,301.67,301.97,10.0,6.0,-0.09,138.75344039350404,187.35,0.0
10.7823,124.0302,300.34,302.01,7.0,6.0,0.15,131.40776328398883,100.94,0.0
10.7823,124.0302,300.34,302.01,7.0,6.0,0.15,131.40776328398883,100.94,0.0
10.7832,124.0309,300.34,302.01,3.0,6.0,0.15,131.45496561833872,100.94,0.0
10.7832,124.0309,300.34,302.01,3.0,6.0,0.15,131.45496561833872,100.94,0.0
10.7832,124.0309,300.34,302.01,7.6,6.0,0.15,131.45496561833872,100.94,0.0
10.7832,124.0309,300.34,302.01,7.6,6.0,0.15,131.45496561833872,100.94,0.0
10.7859,124.0308,300.34,302.01,7.0,6.0,0.15,131.3652975893945,100.94,0.0
10.7859,124.0308,300.34,302.01,7.0,6.0,0.15,131.3652975893945,100.94,0.0
10.7859,124.0308,300.34,302.01,3.0,6.0,0.15,131.3652975893945,100.94,0.0
10.7859,124.0308,300.34,302.01,3.0,6.0,0.15,131.3652975893945,100.94,0.0
10.7876,124.0317,302.06,302.01,3.0,6.0,-1.45,131.4106970868311,100.94,0.0
10.7876,124.0317,302.06,302.01,3.0,6.0,-1.45,131.4106970868311,100.94,0.0
10.7876,124.0317,302.06,302.01,11.7,6.0,-1.45,131.4106970868311,100.94,0.0
10.7876,124.0317,302.06,302.01,11.7,6.0,-1.45,131.4106970868311,100.94,0.0
10.9249,119.3379,262.15,301.76,4.5,4.0,0.64,130.50477170903207,195.57,0.0
10.9249,119.3379,262.15,301.76,4.5,4.0,0.64,130.50477170903207,195.57,0.0
10.9249,119.3379,262.15,301.76,5.0,4.0,-0.36,130.50477170903207,195.57,0.0
10.9249,119.3379,262.15,301.76,5.0,4.0,-0.36,130.50477170903207,195.57,0.0
