Latitude_Degrees,Longitude_Degrees,ClimSST,Temperature_Mean,Depth_m,Windspeed,SSTA,Distance_to_Plastic_km,Nearest_Plastic_Weight_kg,Percent_Bleaching
-19.1692,146.8469,302.44,299.09,4.5,4.0,1.03,179.69936036796133,116.09,0.0
-19.1692,146.8469,294.89,299.09,5.0,6.0,0.87,179.69936036796133,116.09,0.0
-19.1692,146.8469,294.89,299.09,5.0,6.0,0.87,179.69936036796133,116.09,0.0
-19.1692,146.8469,294.78,299.09,3.0,6.0,0.5,179.69936036796133,116.09,0.0
-19.1692,146.8469,294.78,299.09,3.0,6.0,0.5,179.69936036796133,116.09,0.0
-19.1542,146.8658,294.89,299.07,3.0,6.0,0.72,182.2368037703122,116.09,0.0
-19.1542,146.8658,294.89,299.07,3.0,6.0,0.72,182.2368037703122,116.09,0.0
-19.1542,146.8658,301.57,299.07,5.0,5.0,0.8,182.2368037703122,116.09,0.0
-19.1542,146.8658,301.57,299.07,5.0,5.0,0.8,182.2368037703122,116.09,0.0
-19.1542,146.8658,299.65,299.07,3.5,4.0,1.03,182.2368037703122,116.09,0.0
-19.1542,146.8658,299.65,299.07,3.5,4.0,1.03,182.2368037703122,116.09,0.0
-19.1542,146.8658,295.5,299.07,3.0,4.0,-0.22,182.2368037703122,116.09,0.0
-19.1542,146.8658,295.5,299.07,3.0,4.0,-0.22,182.2368037703122,116.09,0.0
-19.1542,146.8658,295.19,299.07,3.0,4.0,1.17,182.2368037703122,116.09,0.0
-19.1542,146.8658,295.19,299.07,3.0,4.0,1.17,182.2368037703122,116.09,0.0
-19.1542,146.8658,301.56,299.07,5.0,5.0,0.8,182.2368037703122,116.09,0.0
-19.1542,146.8658,301.56,299.07,5.0,5.0,0.8,182.2368037703122,116.09,0.0
-19.1542,146.8658,299.16,299.07,4.0,3.0,0.18,182.2368037703122,116.09,0.0
-19.1542,146.8658,299.16,299.07,4.0,3.0,0.18,182.2368037703122,116.09,0.0
-16.8725,146.2044,300.33,299.59,5.0,5.0,0.67,103.40324574784303,343.7,0.0
-16.8725,146.2044,300.33,299.59,5.0,5.0,0.67,103.40324574784303,343.7,0.0
-16.8725,146.2044,300.33,299.59,7.0,5.0,0.67,103.40324574784303,343.7,0.0
-16.8725,146.2044,300.33,299.59,7.0,5.0,0.67,103.40324574784303,343.7,0.0
-16.8725,146.2047,299.37,299.59,9.5,8.0,-0.56,103.42225253509284,343.7,0.0
-16.8725,146.2047,299.37,299.59,9.5,8.0,-0.56,103.42225253509284,343.7,0.0
-16.8725,146.2047,300.33,299.59,7.0,5.0,0.67,103.42225253509284,343.7,0.0
-16.8725,146.2047,300.33,299.59,7.0,5.0,0.67,103.42225253509284,343.7,0.0
-16.8479,146.2271,300.62,299.57,8.0,10.0,0.26,107.03960854892958,343.7,0.0
-16.8479,146.2271,300.62,299.57,8.0,10.0,0.26,107.03960854892958,343.7,0.0
-16.5192,146.0056,297.32,299.57,5.0,5.0,0.47,111.80338927984647,341.97,0.0
-16.5125,146.0011,297.03,299.57,7.0,8.0,-0.14,111.34636336392096,341.97,0.0
-16.5125,146.0011,297.03,299.57,7.0,8.0,-0.14,111.34636336392096,341.97,0.0
-16.4614,145.9833,297.57,299.6,5.0,7.0,-0.2,107.18183591849007,341.97,0.0
-16.4614,145.9833,297.57,299.6,5.0,7.0,-0.2,107.18183591849007,341.97,0.0
-16.4614,145.9833,297.57,299.6,5.0,7.0,-0.2,107.18183591849007,341.97,0.0
-16.4614,145.9833,297.57,299.6,5.0,7.0,-0.2,107.18183591849007,341.97,0.0
-16.4581,145.9825,298.18,299.59,6.0,7.0,0.25,106.9009357990863,341.97,0.0
-16.4581,145.9825,298.18,299.59,6.0,7.0,0.25,106.9009357990863,341.97,0.0
-16.3832,145.5627,299.11,299.51,4.0,9.0,-1.11,128.67581388985855,341.97,0.0
-16.3832,145.5627,299.11,299.51,4.0,9.0,-1.11,128.67581388985855,341.97,0.0
-16.3772,145.558,296.6,299.51,6.0,5.0,-0.4,128.61225256867007,341.97,0.0
-16.3772,145.558,296.6,299.51,6.0,5.0,-0.4,128.61225256867007,341.97,0.0
-16.3772,145.558,298.28,299.51,2.0,5.0,-0.81,128.61225256867007,341.97,0.0
-16.3772,145.558,298.28,299.51,2.0,5.0,-0.81,128.61225256867007,341.97,0.0
-16.2417,145.864,297.46,299.6,8.0,6.0,0.45,94.65313215221825,341.97,0.0
-16.2417,145.864,297.46,299.6,8.0,6.0,0.45,94.65313215221825,341.97,0.0
-16.2417,145.864,301.44,299.6,6.0,2.0,0.11,94.65313215221825,341.97,0.0
-16.2417,145.864,301.44,299.6,6.0,2.0,0.11,94.65313215221825,341.97,0.0
-16.2417,145.864,300.63,299.6,7.0,7.0,-1.1,94.65313215221825,341.97,0.0
-16.2417,145.864,300.63,299.6,7.0,7.0,-1.1,94.65313215221825,341.97,0.0
-16.2417,145.864,300.33,299.6,5.5,9.0,0.38,94.65313215221825,341.97,0.0
-16.2417,145.864,300.33,299.6,5.5,9.0,0.38,94.65313215221825,341.97,0.0
-16.2309,145.8676,301.44,299.6,5.0,2.0,0.11,93.51100517358206,341.97,0.0
-16.2309,145.8676,301.44,299.6,5.0,2.0,0.11,93.51100517358206,341.97,0.0
-16.2309,145.8676,301.44,299.6,7.0,2.0,0.11,93.51100517358206,341.97,0.0
-16.2309,145.8676,301.44,299.6,7.0,2.0,0.11,93.51100517358206,341.97,0.0
-15.983,145.8224,297.59,299.65,5.0,5.0,0.0,79.82394964192349,341.97,0.0
-15.983,145.8224,297.59,299.65,5.0,5.0,0.0,79.82394964192349,341.97,0.0
-14.917,145.6897,300.79,299.55,5.0,5.0,-0.12,82.28197744475939,14.69,0.0
-14.917,145.6897,300.79,299.55,5.0,5.0,-0.12,82.28197744475939,14.69,0.0
-14.9156,145.6908,298.72,299.55,3.5,8.0,-0.81,82.1497440972947,14.69,0.0
-14.9156,145.6908,298.72,299.55,3.5,8.0,-0.81,82.1497440972947,14.69,0.0
-14.9156,145.6908,298.24,299.55,5.0,9.0,0.63,82.1497440972947,14.69,0.0
-14.9156,145.6908,298.24,299.55,5.0,9.0,0.63,82.1497440972947,14.69,0.0
-13.8872,146.5572,299.04,299.94,6.0,10.0,-0.15,106.83106586152259,294.6,0.0
-13.8872,146.5572,299.04,299.94,6.0,10.0,-0.15,106.83106586152259,294.6,0.0
-13.8872,146.5572,299.45,299.94,6.0,10.0,-0.99,106.83106586152259,294.6,0.0
-13.8872,146.5572,299.45,299.94,6.0,10.0,-0.99,106.83106586152259,294.6,0.0
-13.8015,146.5461,299.49,299.95,5.0,10.0,-0.5,102.76812143527077,294.6,0.0
-13.8015,146.5461,299.49,299.95,5.0,10.0,-0.5,102.76812143527077,294.6,0.0
-12.1988,96.8313,301.26,300.28,10.0,5.0,0.31,120.32089460613223,454.53,0.0
-12.1988,96.8313,301.26,300.28,10.0,5.0,0.31,120.32089460613223,454.53,0.0
-12.1069,96.8709,300.75,300.34,3.0,9.0,-1.27,128.26738977316273,454.53,0.0
-12.1069,96.8709,300.75,300.34,3.0,9.0,-1.27,128.26738977316273,454.53,0.0
-12.1069,96.8709,301.42,300.34,3.0,5.0,0.24,128.26738977316273,454.53,0.0
-12.1069,96.8709,301.42,300.34,3.0,5.0,0.24,128.26738977316273,454.53,0.0
-12.1027,96.8912,301.42,300.34,10.0,4.0,-0.41,127.98533449506846,454.53,0.0
-12.1027,96.8912,301.42,300.34,10.0,4.0,-0.41,127.98533449506846,454.53,0.0
-12.1027,96.8912,301.46,300.34,10.0,7.0,0.7,127.98533449506846,454.53,0.0
-12.1027,96.8912,301.46,300.34,10.0,7.0,0.7,127.98533449506846,454.53,0.0
-12.0967,96.844,301.39,300.34,3.0,5.0,0.44,126.99637688431987,394.54,0.0
-12.0967,96.844,301.39,300.34,3.0,5.0,0.44,126.99637688431987,394.54,0.0
-12.0967,96.844,300.6,300.34,3.0,7.0,-1.29,126.99637688431987,394.54,0.0
-12.0967,96.844,300.6,300.34,3.0,7.0,-1.29,126.99637688431987,394.54,0.0
-12.0967,96.844,299.27,300.34,3.0,9.0,0.22,126.99637688431987,394.54,0.0
-12.0967,96.844,299.27,300.34,3.0,9.0,0.22,126.99637688431987,394.54,0.0
-28.1625,153.5311,295.64,296.26,4.0,3.0,0.38,82.84637662203004,171.29,0.0
-28.1625,153.5311,295.64,296.26,4.0,3.0,0.38,82.84637662203004,171.29,0.0
-28.1092,153.4758,293.34,296.13,9.0,5.0,-0.12,76.73713695695136,171.29,0.0
-28.1092,153.4758,293.34,296.13,9.0,5.0,-0.12,76.73713695695136,171.29,0.0
-28.1092,153.4758,298.84,296.13,10.0,5.0,-0.01,76.73713695695136,171.29,0.0
-28.1092,153.4758,298.84,296.13,10.0,5.0,-0.01,76.73713695695136,171.29,0.0
-28.1092,153.4758,294.96,296.13,9.0,6.0,0.31,76.73713695695136,171.29,0.0
-28.1092,153.4758,294.96,296.13,9.0,6.0,0.31,76.73713695695136,171.29,0.0
-27.9867,153.4334,296.17,296.02,5.0,7.0,0.47,63.24985983115026,171.29,0.0
-27.9867,153.4334,296.17,296.02,5.0,7.0,0.47,63.24985983115026,171.29,0.0
-27.9397,153.4208,295.97,296.01,2.0,7.0,-0.58,58.13704536348536,171.29,0.0
-27.9397,153.4208,295.97,296.01,2.0,7.0,-0.58,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.06,296.01,2.0,6.0,2.13,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.06,296.01,2.0,6.0,2.13,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.06,296.01,3.0,7.0,2.99,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.06,296.01,3.0,7.0,2.99,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.08,296.01,2.0,7.0,1.88,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.08,296.01,2.0,7.0,1.88,58.13704536348536,171.29,0.0
-27.9397,153.4208,295.97,296.01,3.0,7.0,0.12,58.13704536348536,171.29,0.0
-27.9397,153.4208,295.97,296.01,3.0,7.0,0.12,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.06,296.01,3.0,5.0,-2.84,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.06,296.01,3.0,5.0,-2.84,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.11,296.01,4.0,5.0,-2.89,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.11,296.01,4.0,5.0,-2.89,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.09,296.01,6.0,6.0,-3.5,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.09,296.01,6.0,6.0,-3.5,58.13704536348536,171.29,0.0
-27.9397,153.4208,295.97,296.01,6.0,7.0,-1.35,58.13704536348536,171.29,0.0
-27.9397,153.4208,295.97,296.01,6.0,7.0,-1.35,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.08,296.01,3.0,7.0,1.88,58.13704536348536,171.29,0.0
-27.9397,153.4208,296.08,296.01,3.0,7.0,1.88,58.13704536348536,171.29,0.0
-27.9369,153.4256,296.08,296.01,4.0,7.0,1.88,57.785156104001814,171.29,0.0
-27.9369,153.4256,296.08,296.01,4.0,7.0,1.88,57.785156104001814,171.29,0.0
-27.9369,153.4256,296.06,296.01,9.0,6.0,2.13,57.785156104001814,171.29,0.0
-27.9369,153.4256,296.06,296.01,9.0,6.0,2.13,57.785156104001814,171.29,0.0
-27.9369,153.4256,296.06,296.01,4.0,7.0,2.99,57.785156104001814,171.29,0.0
-27.9369,153.4256,296.06,296.01,4.0,7.0,2.99,57.785156104001814,171.29,0.0
-27.82,153.4331,295.97,296.01,8.0,5.0,-2.65,44.77225209279578,171.29,0.0
-27.82,153.4331,295.97,296.01,8.0,5.0,-2.65,44.77225209279578,171.29,0.0
-27.5022,153.3707,298.32,296.1,3.0,7.0,1.28,13.847588707851148,171.29,0.0
-27.5022,153.3707,298.32,296.1,3.0,7.0,1.28,13.847588707851148,171.29,0.0
-27.472,153.4099,262.15,296.0,1.0,5.0,-0.6,8.727135552678618,171.29,0.0
-27.472,153.4099,262.15,296.0,1.0,5.0,-0.6,8.727135552678618,171.29,0.0
-27.472,153.4099,262.15,296.0,1.0,5.0,2.58,8.727135552678618,171.29,0.0
-27.472,153.4099,262.15,296.0,1.0,5.0,2.58,8.727135552678618,171.29,0.0
-27.4142,153.5264,295.89,296.8,6.0,7.0,0.39,5.081130450801471,171.29,0.0
-27.4142,153.5264,295.89,296.8,6.0,7.0,0.39,5.081130450801471,171.29,0.0
-27.4007,153.4373,296.89,296.31,6.0,7.0,1.04,4.264894856882596,171.29,0.0
-27.4007,153.4373,296.89,296.31,6.0,7.0,1.04,4.264894856882596,171.29,0.0
-27.3967,153.5569,294.89,296.92,9.0,6.0,0.31,8.438658598959156,171.29,0.0
-27.3967,153.5569,294.89,296.92,9.0,6.0,0.31,8.438658598959156,171.29,0.0
-27.3967,153.5569,295.14,296.92,9.0,4.0,0.78,8.438658598959156,171.29,0.0
-27.3967,153.5569,295.14,296.92,9.0,4.0,0.78,8.438658598959156,171.29,0.0
-27.3967,153.5569,299.13,296.92,9.0,7.0,0.76,8.438658598959156,171.29,0.0
-27.3967,153.5569,299.13,296.92,9.0,7.0,0.76,8.438658598959156,171.29,0.0
-27.3967,153.5569,297.34,296.92,9.0,6.0,-0.36,8.438658598959156,171.29,0.0
-27.3967,153.5569,297.34,296.92,9.0,6.0,-0.36,8.438658598959156,171.29,0.0
-27.3906,153.5511,295.14,296.92,6.0,4.0,0.78,8.133012205540128,171.29,0.0
-27.3906,153.5511,295.14,296.92,6.0,4.0,0.78,8.133012205540128,171.29,0.0
-27.3906,153.5511,296.67,296.92,6.0,8.0,-0.67,8.133012205540128,171.29,0.0
-27.3906,153.5511,296.67,296.92,6.0,8.0,-0.67,8.133012205540128,171.29,0.0
-27.3,153.2228,298.38,295.79,3.0,5.0,0.49,28.226698209072385,171.29,0.0
-26.9775,153.4839,295.9,296.8,4.0,5.0,0.17,49.10969059318897,171.29,0.0
-26.9775,153.4839,295.9,296.8,4.0,5.0,0.17,49.10969059318897,171.29,0.0
-26.8033,153.1456,299.03,296.27,10.0,6.0,0.47,75.84727867679787,171.29,0.0
-26.8033,153.1456,299.03,296.27,10.0,6.0,0.47,75.84727867679787,171.29,0.0
-26.8033,153.1456,299.35,296.27,4.0,6.0,-0.04,75.84727867679787,171.29,0.0
-26.8033,153.1456,299.35,296.27,4.0,6.0,-0.04,75.84727867679787,171.29,0.0
-26.645,153.1608,297.42,296.45,9.0,6.0,0.74,91.5348393322267,171.29,0.0
-26.645,153.1608,297.42,296.45,9.0,6.0,0.74,91.5348393322267,171.29,0.0
-26.645,153.1608,299.19,296.45,9.0,6.0,0.67,91.5348393322267,171.29,0.0
-26.645,153.1608,299.19,296.45,9.0,6.0,0.67,91.5348393322267,171.29,0.0
-26.615,153.1129,297.39,296.41,9.0,9.0,0.17,96.34499452049648,171.29,0.0
-26.615,153.1129,297.39,296.41,9.0,9.0,0.17,96.34499452049648,171.29,0.0
-26.615,153.1129,297.39,296.41,10.0,6.0,1.27,96.34499452049648,171.29,0.0
-26.615,153.1129,297.39,296.41,10.0,6.0,1.27,96.34499452049648,171.29,0.0
-26.6025,153.1019,298.76,296.34,5.0,5.0,-0.12,98.04281767440209,171.29,0.0
-26.6025,153.1019,298.76,296.34,5.0,5.0,-0.12,98.04281767440209,171.29,0.0
-26.6025,153.1019,295.69,296.34,5.0,4.0,1.38,98.04281767440209,171.29,0.0
-26.6025,153.1019,295.69,296.34,5.0,4.0,1.38,98.04281767440209,171.29,0.0
-24.8836,152.4908,294.82,296.49,6.0,4.0,-0.61,83.2742804362487,461.11,0.0
-24.8836,152.4908,294.82,296.49,6.0,4.0,-0.61,83.2742804362487,461.11,0.0
-23.4472,151.9119,299.08,297.35,5.0,6.0,-0.07,87.72047535099937,230.48,0.0
-23.4472,151.9119,299.08,297.35,5.0,6.0,-0.07,87.72047535099937,230.48,0.0
-23.4447,151.9184,294.32,297.35,1.0,9.0,-0.62,87.1469061907914,230.48,0.0
-23.4447,151.9184,294.32,297.35,1.0,9.0,-0.62,87.1469061907914,230.48,0.0
-23.4431,151.9094,294.32,297.35,1.0,9.0,-0.62,87.45678283908313,230.48,0.0
-23.4431,151.9094,294.32,297.35,1.0,9.0,-0.62,87.45678283908313,230.48,0.0
-23.4416,151.9048,299.08,297.35,5.0,6.0,-0.07,87.55353805331993,230.48,0.0
-23.4416,151.9048,299.08,297.35,5.0,6.0,-0.07,87.55353805331993,230.48,0.0
-12.0947,96.8433,300.23,300.34,10.0,7.0,-0.69,126.88638018857091,394.54,0.0
-12.0947,96.8433,300.23,300.34,10.0,7.0,-0.69,126.88638018857091,394.54,0.0
-12.0947,96.8433,301.42,300.34,10.0,5.0,-1.23,126.88638018857091,394.54,0.0
-12.0947,96.8433,301.42,300.34,10.0,5.0,-1.23,126.88638018857091,394.54,0.0
-12.0838,96.7533,301.21,300.34,10.0,5.0,1.1,117.03195656373633,394.54,0.0
-12.0838,96.7533,301.21,300.34,10.0,5.0,1.1,117.03195656373633,394.54,0.0
-12.0702,96.8421,301.46,300.37,10.0,5.0,-0.64,126.36127484093078,394.54,0.0
-12.0702,96.8421,301.46,300.37,10.0,5.0,-0.64,126.36127484093078,394.54,0.0
-27.9067,153.4211,296.07,296.02,2.0,7.0,2.21,54.48146380835859,171.29,0.0
-27.9067,153.4211,296.07,296.02,2.0,7.0,2.21,54.48146380835859,171.29,0.0
-27.4753,153.4014,262.15,296.0,2.0,7.0,0.43,9.59844918993252,171.29,0.0
-27.4753,153.4014,262.15,296.0,2.0,7.0,0.43,9.59844918993252,171.29,0.0
-27.4142,153.5258,299.06,296.8,7.0,7.0,0.84,5.022250622357224,171.29,0.0
-27.4142,153.5258,299.06,296.8,7.0,7.0,0.84,5.022250622357224,171.29,0.0
-27.4142,153.5264,293.97,296.8,6.0,6.0,-0.72,5.081130450801471,171.29,0.0
-27.4142,153.5264,293.97,296.8,6.0,6.0,-0.72,5.081130450801471,171.29,0.0
-27.4142,153.5264,296.91,296.8,7.0,12.0,0.92,5.081130450801471,171.29,0.0
-27.4142,153.5264,296.91,296.8,7.0,12.0,0.92,5.081130450801471,171.29,0.0
-27.4142,153.5264,299.06,296.8,6.0,7.0,0.84,5.081130450801471,171.29,0.0
-27.4142,153.5264,299.06,296.8,6.0,7.0,0.84,5.081130450801471,171.29,0.0
-27.2819,153.2092,293.4,295.73,2.0,6.0,0.39,30.38052443966825,171.29,0.0
-27.2819,153.2092,293.4,295.73,2.0,6.0,0.39,30.38052443966825,171.29,0.0
-27.0069,153.4692,293.78,296.71,10.0,8.0,-2.16,45.83691481604328,171.29,0.0
-27.0069,153.4692,293.78,296.71,10.0,8.0,-2.16,45.83691481604328,171.29,0.0
-26.9686,153.4914,298.54,296.8,10.0,7.0,1.28,50.11738021604695,171.29,0.0
-26.9686,153.4914,298.54,296.8,10.0,7.0,1.28,50.11738021604695,171.29,0.0
-26.9686,153.4914,297.28,296.8,10.0,5.0,0.16,50.11738021604695,171.29,0.0
-26.9686,153.4914,297.28,296.8,10.0,5.0,0.16,50.11738021604695,171.29,0.0
-26.9683,153.4833,294.02,296.8,6.0,4.0,-0.63,50.13154996002967,171.29,0.0
-26.9683,153.4833,294.02,296.8,6.0,4.0,-0.63,50.13154996002967,171.29,0.0
-26.9683,153.4833,297.62,296.8,6.0,4.0,0.41,50.13154996002967,171.29,0.0
-26.9683,153.4833,297.62,296.8,6.0,4.0,0.41,50.13154996002967,171.29,0.0
-26.9683,153.4833,297.28,296.8,6.0,5.0,1.47,50.13154996002967,171.29,0.0
-26.9683,153.4833,297.28,296.8,6.0,5.0,1.47,50.13154996002967,171.29,0.0
-26.9683,153.4833,298.54,296.8,8.0,5.0,0.26,50.13154996002967,171.29,0.0
-26.9683,153.4833,298.54,296.8,8.0,5.0,0.26,50.13154996002967,171.29,0.0
-26.8028,153.1428,298.01,296.27,3.0,6.0,0.75,76.01704265560275,171.29,0.0
-26.8028,153.1428,298.01,296.27,3.0,6.0,0.75,76.01704265560275,171.29,0.0
-26.8028,153.1428,296.65,296.27,3.0,7.0,0.46,76.01704265560275,171.29,0.0
-26.8028,153.1428,296.65,296.27,3.0,7.0,0.46,76.01704265560275,171.29,0.0
-26.7514,153.1578,299.4,296.33,10.0,4.0,0.58,80.61977743080222,171.29,0.0
-26.7514,153.1578,299.4,296.33,10.0,4.0,0.58,80.61977743080222,171.29,0.0
-26.7514,153.1578,299.27,296.33,8.0,7.0,0.38,80.61977743080222,171.29,0.0
-26.7514,153.1578,299.27,296.33,8.0,7.0,0.38,80.61977743080222,171.29,0.0
-26.7514,153.1578,298.86,296.33,7.0,7.0,-0.96,80.61977743080222,171.29,0.0
-26.7514,153.1578,298.86,296.33,7.0,7.0,-0.96,80.61977743080222,171.29,0.0
-26.7514,153.1578,299.4,296.33,9.0,4.0,0.58,80.61977743080222,171.29,0.0
-26.7514,153.1578,299.4,296.33,9.0,4.0,0.58,80.61977743080222,171.29,0.0
-26.7514,153.1578,298.86,296.33,8.0,7.0,-0.96,80.61977743080222,171.29,0.0
-26.7514,153.1578,298.86,296.33,8.0,7.0,-0.96,80.61977743080222,171.29,0.0
-26.7514,153.1578,299.27,296.33,7.0,7.0,0.38,80.61977743080222,171.29,0.0
-26.7514,153.1578,299.27,296.33,7.0,7.0,0.38,80.61977743080222,171.29,0.0
-26.6772,153.12,294.86,296.36,2.0,5.0,1.81,89.68132871044654,171.29,0.0
-26.6772,153.12,294.86,296.36,2.0,5.0,1.81,89.68132871044654,171.29,0.0
-26.6769,153.12,299.02,296.36,6.0,5.0,-0.16,89.71203300260755,171.29,0.0
-26.6769,153.12,299.02,296.36,6.0,5.0,-0.16,89.71203300260755,171.29,0.0
-26.6352,153.1518,294.52,296.45,9.0,5.0,0.23,92.86447372946539,171.29,0.0
-26.6352,153.1518,294.52,296.45,9.0,5.0,0.23,92.86447372946539,171.29,0.0
-26.635,153.1517,293.46,296.45,11.0,5.0,-0.71,92.88877423617238,171.29,0.0
-26.635,153.1517,293.46,296.45,11.0,5.0,-0.71,92.88877423617238,171.29,0.0
-26.635,153.1517,295.76,296.45,8.0,4.0,1.34,92.88877423617238,171.29,0.0
-26.635,153.1517,295.76,296.45,8.0,4.0,1.34,92.88877423617238,171.29,0.0
-26.6121,153.1129,298.29,296.41,9.0,6.0,-0.1,96.64449488737515,171.29,0.0
-26.6121,153.1129,298.29,296.41,9.0,6.0,-0.1,96.64449488737515,171.29,0.0
-26.3597,153.1031,298.26,296.46,11.0,5.0,0.0,103.13559627282794,461.11,0.0
-26.2114,153.0459,262.15,296.56,14.0,7.0,-1.14,86.86897421601084,461.11,0.0
-26.2114,153.0459,262.15,296.56,14.0,7.0,-1.14,86.86897421601084,461.11,0.0
-24.8828,152.491,291.75,296.49,5.0,5.0,-0.07,83.36386083289638,461.11,0.0
-24.8828,152.491,291.75,296.49,5.0,5.0,-0.07,83.36386083289638,461.11,0.0
-24.1106,152.7113,299.96,297.62,8.0,7.0,-0.45,154.1911298822331,230.48,0.0
-24.1106,152.7113,299.96,297.62,8.0,7.0,-0.45,154.1911298822331,230.48,0.0
-20.0391,148.8748,297.19,298.69,3.5,4.0,0.34,53.63564842075115,344.87,0.0
-20.0391,148.8748,297.19,298.69,3.5,4.0,0.34,53.63564842075115,344.87,0.0
-19.8112,149.0638,297.44,298.72,6.0,9.0,-0.27,34.27696851892047,344.87,0.0
-19.8112,149.0638,297.44,298.72,6.0,9.0,-0.27,34.27696851892047,344.87,0.0
-19.7474,149.1815,298.69,298.59,5.0,10.0,-0.55,38.11785029865451,344.87,0.0
-19.7474,149.1815,298.69,298.59,5.0,10.0,-0.55,38.11785029865451,344.87,0.0
-19.7474,149.1815,298.51,298.59,5.0,6.0,-1.1,38.11785029865451,344.87,0.0
-19.7474,149.1815,298.51,298.59,5.0,6.0,-1.1,38.11785029865451,344.87,0.0
-19.5717,149.2683,298.63,298.66,5.0,6.0,-0.47,40.82531768532105,344.87,0.0
-19.5717,149.2683,298.63,298.66,5.0,6.0,-0.47,40.82531768532105,344.87,0.0
-19.1886,146.835,295.49,299.09,5.0,4.0,-0.38,177.23048684725063,116.09,0.0
-19.1886,146.835,295.49,299.09,5.0,4.0,-0.38,177.23048684725063,116.09,0.0
-19.1886,146.835,300.94,299.09,3.0,5.0,1.08,177.23048684725063,116.09,0.0
-19.1886,146.835,300.94,299.09,3.0,5.0,1.08,177.23048684725063,116.09,0.0
-19.1886,146.835,300.94,299.09,3.0,5.0,1.08,177.23048684725063,116.09,0.0
-19.1886,146.835,300.94,299.09,3.0,5.0,1.08,177.23048684725063,116.09,0.0
-19.1886,146.835,300.94,299.09,2.0,6.0,-0.95,177.23048684725063,116.09,0.0
-19.1886,146.835,300.94,299.09,2.0,6.0,-0.95,177.23048684725063,116.09,0.0
-19.1822,146.8408,302.3,299.09,5.0,4.0,0.99,178.1663769650867,116.09,0.0
-19.1421,146.8741,294.89,299.07,6.0,6.0,0.72,183.8334184715021,116.09,0.0
-19.1421,146.8741,294.89,299.07,6.0,6.0,0.72,183.8334184715021,116.09,0.0
-19.123,146.8798,300.52,299.07,4.0,7.0,-0.32,185.8756636399143,116.09,0.0
-19.123,146.8798,300.52,299.07,4.0,7.0,-0.32,185.8756636399143,116.09,0.0
-18.8029,147.6504,297.94,299.13,6.0,3.0,0.3,153.86558723750727,344.87,0.0
-18.8029,147.6504,297.94,299.13,6.0,3.0,0.3,153.86558723750727,344.87,0.0
-18.7391,147.2722,301.25,299.21,5.0,6.0,0.74,191.70920401113312,344.87,0.0
-18.7391,147.2722,301.25,299.21,5.0,6.0,0.74,191.70920401113312,344.87,0.0
-18.6896,146.6919,299.51,299.23,5.0,6.0,-0.78,164.06177869543146,343.7,0.0
-18.6896,146.6919,299.51,299.23,5.0,6.0,-0.78,164.06177869543146,343.7,0.0
-18.6896,146.6929,299.51,299.23,3.5,5.0,0.66,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.51,299.23,3.5,5.0,0.66,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.51,299.23,8.0,5.0,0.66,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.51,299.23,8.0,5.0,0.66,164.13448998642718,343.7,0.0
-18.6896,146.6929,296.31,299.23,3.5,6.0,0.29,164.13448998642718,343.7,0.0
-18.6896,146.6929,296.31,299.23,3.5,6.0,0.29,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.12,299.23,8.0,5.0,0.21,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.12,299.23,8.0,5.0,0.21,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.51,299.23,3.5,5.0,0.66,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.51,299.23,3.5,5.0,0.66,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.51,299.23,8.0,5.0,0.66,164.13448998642718,343.7,0.0
-18.6896,146.6929,299.51,299.23,8.0,5.0,0.66,164.13448998642718,343.7,0.0
-18.6888,146.6918,299.51,299.23,4.0,6.0,-0.78,163.99014281829878,343.7,0.0
-18.6888,146.6918,299.51,299.23,4.0,6.0,-0.78,163.99014281829878,343.7,0.0
-18.6606,146.5407,299.23,299.26,4.5,6.0,-2.73,151.0268758876385,343.7,0.0
-18.6606,146.5407,299.23,299.26,4.5,6.0,-2.73,151.0268758876385,343.7,0.0
-18.6606,146.5407,299.23,299.26,4.5,6.0,-2.73,151.0268758876385,343.7,0.0
-18.6606,146.5407,299.23,299.26,4.5,6.0,-2.73,151.0268758876385,343.7,0.0
-18.6606,146.5407,299.23,299.26,5.0,6.0,-2.73,151.0268758876385,343.7,0.0
